kind,run_id,batch,n_ids,n_needed_fetch,n_served,n_rows,seconds,seconds_per_source,source_id,n_transits_used,verdict
source,m6_cache_20260824T181908,41,,,,81,0.021,,1.619073619710825e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,41,,,,97,0.023,,3.797110806060706e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,41,,,,62,0.016,,4.0410412359665567e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,41,,,,90,0.017,,4.4852101279054904e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,41,,,,115,0.019,,2.2623481846456259e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,41,,,,73,0.018,,5.846810590057953e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,41,,,,62,0.017,,5.832387540143968e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,41,,,,75,0.017,,1.3021836483485e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,41,,,,4,0.016,,5.524463123993845e+18,9.0,INCONCLUSIVE
source,m6_cache_20260824T181908,41,,,,74,0.017,,1.319407768578455e+17,576.0,SPURIOUS
source,m6_cache_20260824T181908,41,,,,62,0.018,,6.059507060006401e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,41,,,,90,0.018,,1.301475700298989e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,41,,,,77,0.017,,4.995430802181236e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,41,,,,81,0.017,,6.437684840272227e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,41,,,,73,0.017,,2.443492145501585e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,41,,,,74,0.016,,2.791828797958995e+18,576.0,SPURIOUS
batch,m6_cache_20260824T181908,42,20.0,1.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,42,,,,73,0.025,,5.100904895460521e+17,608.0,SPURIOUS
source,m6_cache_20260824T181908,42,,,,4,0.022,,4.325945181420335e+18,35.0,INCONCLUSIVE
source,m6_cache_20260824T181908,42,,,,88,0.023,,4.389814265688543e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,42,,,,88,0.025,,3.8693783424205734e+17,702.0,SPURIOUS
source,m6_cache_20260824T181908,42,,,,73,0.024,,2.603684358238377e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,42,,,,81,0.025,,1.3066332001076122e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,42,,,,88,0.025,,5.502759692170207e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,42,,,,74,0.024,,2.1761904921618214e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,42,,,,90,0.02,,1.2906403224447667e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,42,,,,88,0.018,,2.1862095513440323e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,42,,,,88,0.016,,5.342871047750973e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,42,,,,90,0.017,,4.404188357362285e+17,558.0,CONFIRMED
source,m6_cache_20260824T181908,42,,,,81,0.017,,2.892957311933574e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,42,,,,75,0.016,,5.791476774025702e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,42,,,,90,0.017,,5.923862234648016e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,42,,,,81,0.041,,6.733503251107918e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,42,,,,77,0.02,,6.013626260822362e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,42,,,,75,0.016,,5.528031588984234e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,42,,,,4,0.014,,6.05532324645348e+18,34.0,INCONCLUSIVE
batch,m6_cache_20260824T181908,43,20.0,1.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,43,,,,88,0.017,,4.325669139599845e+17,702.0,SPURIOUS
source,m6_cache_20260824T181908,43,,,,90,0.019,,4.408266201105973e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,43,,,,62,0.018,,5.689698792267399e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,43,,,,77,0.017,,6.879908004645565e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,43,,,,77,0.017,,4.136955835824904e+17,558.0,CONFIRMED
source,m6_cache_20260824T181908,43,,,,62,0.015,,1.9503687739528123e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,43,,,,115,0.018,,2.9769214486685896e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,43,,,,81,0.018,,5.000442857216842e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,43,,,,90,0.017,,4.5320861568850104e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,43,,,,62,0.018,,6.450416394644994e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,43,,,,74,0.021,,1.6746350346385966e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,43,,,,88,0.02,,6.686468484428027e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,43,,,,4,0.016,,5.821878201827025e+18,36.0,INCONCLUSIVE
source,m6_cache_20260824T181908,43,,,,77,0.017,,2.85151242371378e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,43,,,,73,0.018,,3.287177379186169e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,43,,,,77,0.016,,4.952256760130464e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,43,,,,75,0.017,,2.0529855756992184e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,43,,,,77,0.018,,1.8434116156956805e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,43,,,,73,0.02,,4.1769601189058765e+18,608.0,SPURIOUS
batch,m6_cache_20260824T181908,44,20.0,0.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,44,,,,74,0.021,,2.924413240094412e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,44,,,,81,0.018,,4.5320425543761234e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,44,,,,77,0.025,,5.254694888140645e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,44,,,,74,0.024,,4.606270584361442e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,44,,,,115,0.028,,5.529065022539001e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,44,,,,81,0.025,,5.780071299386992e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,44,,,,4,0.02,,9.967712727080701e+17,35.0,INCONCLUSIVE
source,m6_cache_20260824T181908,44,,,,115,0.026,,4.042401027000909e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,44,,,,77,0.024,,2.114826232807273e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,44,,,,74,0.025,,1.3143684362067968e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,44,,,,4,0.021,,2.0800849295509504e+18,26.0,INCONCLUSIVE
source,m6_cache_20260824T181908,44,,,,73,0.02,,4.5921276350149453e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,44,,,,4,0.015,,6.401995105147577e+18,9.0,INCONCLUSIVE
source,m6_cache_20260824T181908,44,,,,88,0.018,,2.7563670397014574e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,44,,,,115,0.019,,6.847041987182011e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,44,,,,81,0.02,,5.369179131166991e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,44,,,,74,0.021,,3.469605737126229e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,44,,,,81,0.02,,4.6090835474218184e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,44,,,,73,0.019,,5.254390593977991e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,44,,,,75,0.019,,2.1319638395147274e+18,597.0,SPURIOUS
batch,m6_cache_20260824T181908,45,20.0,0.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,45,,,,75,0.017,,1.7930663526442e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,45,,,,81,0.017,,5.237500725294166e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,45,,,,88,0.018,,5.445580792559583e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,45,,,,77,0.016,,1.5509973229185582e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,45,,,,4,0.016,,1.9981677398707325e+18,36.0,INCONCLUSIVE
source,m6_cache_20260824T181908,45,,,,88,0.017,,4.264536636776083e+17,702.0,SPURIOUS
source,m6_cache_20260824T181908,45,,,,115,0.023,,3.8683853073013816e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,45,,,,81,0.023,,5.583655607350948e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,45,,,,81,0.019,,1.4791628610213745e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,45,,,,81,0.022,,1.3745476625325983e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,45,,,,75,0.023,,3.435106566940984e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,45,,,,73,0.022,,2.9685839207158154e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,45,,,,97,0.024,,1.8286920068696115e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,45,,,,88,0.021,,5.343075247678089e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,45,,,,95,0.024,,6.607144183679947e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,45,,,,4,0.017,,6.506701425661592e+18,34.0,INCONCLUSIVE
source,m6_cache_20260824T181908,45,,,,88,0.018,,5.910880232107387e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,45,,,,97,0.018,,8.348919624565034e+17,637.0,SPURIOUS
source,m6_cache_20260824T181908,45,,,,62,0.017,,4.5370400065221796e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,45,,,,81,0.02,,5.820250993333202e+18,649.0,SPURIOUS
batch,m6_cache_20260824T181908,46,20.0,4.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,46,,,,77,0.016,,4.205743340506713e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,46,,,,88,0.016,,4.195448179370598e+16,702.0,SPURIOUS
source,m6_cache_20260824T181908,46,,,,95,0.017,,5.938105342644566e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,46,,,,95,0.019,,4.523637956210471e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,46,,,,4,0.014,,5.866932443117003e+18,34.0,INCONCLUSIVE
source,m6_cache_20260824T181908,46,,,,62,0.015,,2.3067284296073334e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,46,,,,115,0.018,,2.105520309990362e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,46,,,,95,0.017,,6.789997537224573e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,46,,,,95,0.017,,5.5611917301183795e+17,781.0,SPURIOUS
source,m6_cache_20260824T181908,46,,,,75,0.017,,1.8330376891544212e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,46,,,,4,0.015,,6.530421361806199e+18,36.0,INCONCLUSIVE
source,m6_cache_20260824T181908,46,,,,81,0.019,,4.212467889215904e+17,462.0,SPURIOUS
source,m6_cache_20260824T181908,46,,,,74,0.024,,1.602638704014315e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,46,,,,62,0.022,,6.396056127449929e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,46,,,,81,0.017,,2.164090783319602e+17,649.0,SPURIOUS
source,m6_cache_20260824T181908,46,,,,81,0.021,,1.9231851700172646e+18,649.0,SPURIOUS
batch,m6_cache_20260824T181908,47,20.0,1.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,47,,,,95,0.017,,5.859747959289618e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,47,,,,75,0.017,,1.5037078432034017e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,47,,,,77,0.018,,5.088083726477394e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,47,,,,97,0.023,,5.24082437715051e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,47,,,,88,0.026,,5.753401133021714e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,47,,,,115,0.027,,5.39685909587011e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,47,,,,115,0.027,,2.1778694464190205e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,47,,,,97,0.027,,3.3952744561215565e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,47,,,,81,0.024,,1.9667167208485924e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,47,,,,95,0.028,,6.385252016957373e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,47,,,,73,0.025,,7.570772224558985e+17,608.0,SPURIOUS
source,m6_cache_20260824T181908,47,,,,95,0.023,,6.740285146201616e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,47,,,,75,0.019,,2.1335872297759416e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,47,,,,81,0.022,,4.3199471736973445e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,47,,,,97,0.018,,5.789735147602341e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,47,,,,95,0.016,,4.863685635315116e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,47,,,,75,0.018,,4.4860488834695803e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,47,,,,81,0.016,,3.041386502606163e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,47,,,,90,0.016,,2.67692348059952e+18,558.0,CONFIRMED
batch,m6_cache_20260824T181908,48,20.0,0.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,48,,,,81,0.02,,5.337140839827127e+18,649.0,SPURIOUS
source,m6_cache_20260824T181908,48,,,,88,0.019,,2.966627545932981e+18,702.0,SPURIOUS
source,m6_cache_20260824T181908,48,,,,4,0.015,,5.550210112898558e+18,35.0,INCONCLUSIVE
source,m6_cache_20260824T181908,48,,,,81,0.016,,2.284972289950844e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,48,,,,115,0.02,,5.811371234336131e+18,824.0,CONFIRMED
source,m6_cache_20260824T181908,48,,,,73,0.017,,2.0875641168813107e+18,608.0,SPURIOUS
source,m6_cache_20260824T181908,48,,,,97,0.02,,5.424555072227273e+18,637.0,SPURIOUS
source,m6_cache_20260824T181908,48,,,,75,0.019,,6.476043674225082e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,48,,,,62,0.016,,3.5801244197025403e+18,515.0,SPURIOUS
source,m6_cache_20260824T181908,48,,,,77,0.017,,5.861746149900335e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,48,,,,95,0.02,,3.3964438554592507e+18,781.0,SPURIOUS
source,m6_cache_20260824T181908,48,,,,75,0.017,,5.950897438877554e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,48,,,,81,0.017,,5.867164611878425e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,48,,,,81,0.025,,5.409933457367884e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,48,,,,81,0.021,,4.655785058999138e+18,462.0,SPURIOUS
source,m6_cache_20260824T181908,48,,,,74,0.022,,6.423111466478038e+18,576.0,SPURIOUS
source,m6_cache_20260824T181908,48,,,,77,0.018,,2.0514134802316792e+18,558.0,CONFIRMED
source,m6_cache_20260824T181908,48,,,,75,0.02,,1.823815947696505e+18,597.0,SPURIOUS
source,m6_cache_20260824T181908,48,,,,4,0.016,,1.3504501815827282e+18,27.0,INCONCLUSIVE
source,m6_cache_20260824T181908,48,,,,81,0.022,,5.240942780798157e+18,649.0,SPURIOUS
batch,m6_cache_20260824T181908,49,1.0,0.0,0.0,0,0.0,0.0,,,
source,m6_cache_20260824T181908,49,,,,115,0.018,,4.481997904678999e+18,824.0,CONFIRMED
