source_id,ra,dec,rmse,t_ds,gamma,M_G,snr3,snr4,gvar,ruwe,extra_ok,snr_ok,r_med_geo,w1mpro,w2mpro,w3mpro,w4mpro,prov
24051851217699840,34.33428731826679,9.87263655902563,0.14383537655637219,140.67796610169492,0.19776262910622383,13.314016240600154,2.6940446650124072,3.667905405405406,0.8555863875862507,1.1011248,True,False,148.08987,14.57,14.349,12.392,8.662,AIP-exact
25836496028676096,40.735143846577856,12.599084673443343,0.17871166404062194,120.33898305084746,0.1,10.604996676214963,2.5850000000000004,2.1040697674418607,0.7770527689416586,1.1009061,True,False,238.13458,13.622,13.414,12.412,9.111,AIP-exact
27775282920974720,47.50617176903688,12.055491086813642,0.1726743697966966,140.67796610169492,0.1,10.798968788910233,3.3303680981595094,2.5131944444444447,0.8764260782176446,1.0271336,True,False,221.45212,13.36,13.188,11.944,8.625,AIP-exact
28325996512435712,44.72008941486085,11.84421474000694,0.11876368893398603,150.84745762711864,0.14605773805564215,11.381746080182825,2.4234375000000004,2.2112016293279027,0.9790905050707909,1.08441,True,False,279.03558,14.337,14.11,12.195,8.784,AIP-exact
28989208182540416,45.626410486670416,13.723888158659,0.08684235118192078,181.35593220338984,0.11636163857357301,10.987021203724964,3.9336956521739133,2.0180297397769515,0.865081537892108,0.9398082,True,False,289.09006,14.309,14.11,11.747,8.986,AIP-exact
30094152944016000,50.18398861454203,14.779801387902852,0.14884980533210998,150.84745762711864,0.1,9.758793825660849,5.374752475247525,2.5073903002309472,1.0657184481846016,1.1196529,True,False,282.70197,13.263,13.131,11.454,8.463,AIP-exact
30380193470966912,49.4644184051134,15.468298316777094,0.11395433957105021,120.33898305084746,0.1,10.57219524132043,2.7210526315789476,3.146956521739131,0.8289587088438194,0.944696,True,False,225.50883,13.392,13.243,12.279,8.629,AIP-exact
30750904983145728,46.04363933105025,14.753988592044534,0.1610710233073194,140.67796610169492,0.1,10.629149055851219,2.1081553398058253,2.1205078125,0.882729148040454,0.9759,True,False,285.8238,13.794,13.647,12.417,8.875,AIP-exact
31128926529775616,48.33504799377088,15.506078981926272,0.05838633470458699,140.67796610169492,0.15755401855293244,11.121125003906746,2.1122568093385214,2.180120481927711,0.8734530567065698,0.96572644,True,False,292.73874,14.42,14.272,12.416,8.731,AIP-exact
31342373519465984,46.78382979151275,15.834855961271288,0.10928016127833408,120.33898305084746,0.1,11.565095027559929,2.3398706896551724,2.215714285714286,0.8843861536979014,1.1344796,True,False,163.66959,13.583,13.346,12.292,8.787,AIP-exact
33059428429258112,39.95268311924992,14.795458791095406,0.19364604163994403,130.50847457627117,0.1,11.024125267495563,2.365359477124183,2.1714,0.9771803922963614,0.9640895,True,False,261.7152,13.764,13.635,12.591,9.044,AIP-exact
33809398438959744,44.869884092894445,14.962848886026917,0.041506645803395414,140.67796610169492,0.1,11.199342459719611,2.7210526315789476,2.1933333333333334,0.9224574581093654,0.9799006,True,False,219.07797,13.896,13.704,12.228,8.736,AIP-exact
38428863401031680,59.77963524344037,12.876372526997756,0.1999878925963456,100.0,0.1,10.796567937213016,2.1081553398058253,2.1414201183431953,0.9663312536418096,0.98417145,True,False,168.0642,13.241,13.049,12.341,8.868,AIP-exact
38720405781064448,58.8941406021412,13.410479409045536,0.1352760606503878,140.67796610169492,0.21332862845930578,10.923474383400395,4.3428,6.828301886792453,0.8517293019161374,0.9560521,False,True,249.13843,13.765,13.577,11.57,7.614,AIP-exact
41168468420455552,54.62844548305743,13.678097815620765,0.16233559732450567,100.0,0.1,11.41633125578246,2.3550976138828634,2.2022312373225152,0.9449811995892016,1.0205657,True,False,122.441925,12.862,12.665,12.314,8.72,AIP-exact
42538146373725952,53.10394558184097,15.452295396448164,0.07244636779908117,171.18644067796612,0.19776262910622383,11.96360838512644,4.561764705882354,2.3348387096774195,0.8878399383967617,1.113653,True,False,259.9503,14.712,14.51,11.662,8.71,AIP-exact
43301928998178176,55.760937323653565,16.419545803792484,0.1006659257504818,140.67796610169492,0.21332862845930578,12.463456908638184,2.2713389121338916,2.6480487804878052,0.8409254449129479,1.0698159,True,False,223.15767,14.794,14.582,12.374,8.759,AIP-exact
43493866794275840,58.21584165949895,16.50361030359846,0.1990580482211904,100.0,0.1,12.905662692296922,3.0669491525423735,2.137204724409449,1.2817220484229697,1.1077169,True,False,85.925934,12.902,12.751,11.944,8.897,AIP-exact
43844744144839296,57.25846604775526,17.40637852799382,0.056881309314112234,150.84745762711864,0.12552052364172658,12.150927700349104,2.0601518026565464,2.1414201183431953,1.0000817011093521,0.94260967,True,False,206.70894,14.36,14.161,12.464,8.982,AIP-exact
44610347835509760,56.203069465232176,18.064261897554687,0.05456171820450945,140.67796610169492,0.12552052364172658,11.686818562353718,2.1205078125,2.4675000000000002,0.904945911064515,0.9958495,True,False,206.7338,14.234,14.004,12.255,8.732,AIP-exact
47569962555552640,64.04126756714315,17.650158270232158,0.1958192469603584,100.0,0.1,10.468122813981495,2.6416058394160586,2.3348387096774195,0.9133523980496157,1.0820849,True,False,179.74567,12.841,12.666,12.128,8.742,AIP-exact
47613152746597376,64.35182927787102,18.19064424616891,0.12261652281519887,150.84745762711864,0.1,11.21466352411736,3.8637010676156582,2.365359477124183,0.9283570005972643,1.1489106,True,False,213.12338,13.692,13.515,11.977,8.841,AIP-exact
51659458617379712,59.236598809867886,20.913997612784264,0.17424828035840192,100.0,0.1,10.70274811004343,2.942276422764228,2.14990099009901,1.0265524061342233,1.0452867,True,False,173.24774,13.051,12.88,12.136,8.765,AIP-exact
51670969129617280,58.974839380094025,21.047923843638703,0.16808139171529984,130.50847457627117,0.11636163857357301,11.232269964648562,2.0878846153846156,2.842146596858639,0.8884275751724483,1.1045396,True,False,234.62593,13.728,13.491,12.481,8.592,AIP-exact
52794773092075648,63.148938120887145,22.245979464625883,0.19302630323095332,100.0,0.1,12.487893114303223,2.524883720930233,2.095945945945946,1.0183787910991913,0.98372406,True,False,85.97583,12.661,12.479,12.192,8.809,AIP-exact
55752283275381248,50.54549649350793,17.253774825593656,0.10928348481326476,161.01694915254237,0.1833324376267034,11.642146731289985,2.857105263157895,2.6480487804878052,1.0531041849846854,1.0974789,True,False,296.12485,14.81,14.532,12.07,8.748,AIP-exact
55832586279000064,50.3074860836028,17.765507705426877,0.13377228529603216,150.84745762711864,0.1,10.443944278813174,3.382242990654206,2.0142857142857142,0.739467292955223,0.92730707,True,False,278.52536,13.955,13.841,12.022,8.995,AIP-exact
56287646654378880,50.55468059028812,19.23220292565197,0.18258722531477467,120.33898305084746,0.1,10.277822690666078,3.193235294117647,2.667567567567568,0.981317351140649,0.93176,True,False,210.68085,13.093,12.954,12.025,8.611,AIP-exact
58166157974528000,54.37665210854696,20.62493159630564,0.09099293983369157,232.20338983050846,0.26777121151983396,12.028726747221244,7.487586206896553,2.4452702702702704,0.8888938205892036,1.0259242,True,False,248.16164,14.915,14.707,10.661,8.474,AIP-exact
58269241486405632,52.81936822807459,20.28256232277182,0.06220391327918047,150.84745762711864,0.1833324376267034,11.108223586184934,3.5250000000000004,3.2701807228915665,0.9457379688334817,0.98234063,True,False,275.72623,14.279,14.239,11.871,8.325,AIP-exact
58954095494611840,47.012376040934576,18.501686557095773,0.1980997460702782,130.50847457627117,0.1,10.327998146168431,2.4288590604026847,2.0601518026565464,1.6234254074181163,1.2833277,True,False,255.105,13.47,13.296,12.199,8.905,AIP-exact
60995755446494464,51.51409621300888,20.74676828188553,0.17631040492241168,140.67796610169492,0.1,11.154225131090726,4.504979253112034,2.9029411764705886,1.1923586029254885,0.9632703,True,False,174.75072,13.192,13.017,11.605,8.598,AIP-exact
63420797059423104,55.061785739842,20.67810162556317,0.07286876767421505,110.16949152542372,0.1,11.181856657688995,2.1414201183431953,2.9107238605898127,0.9068620154939199,0.9409011,True,False,152.40172,13.008,12.848,12.213,8.328,AIP-exact
63966975164510336,56.6289381997455,21.81456697908888,0.07778964943472863,171.18644067796612,0.1,13.019341220633532,4.957534246575343,2.4787671232876716,1.113432146701029,1.1245524,True,False,107.00167,13.495,13.296,11.425,8.628,AIP-exact
64163242287720448,57.421773552617374,22.944500325032784,0.10335219876980331,140.67796610169492,0.1,12.82319748409359,2.276100628930818,2.180120481927711,0.9650802546160052,1.0459642,True,False,135.31262,13.822,13.611,12.342,8.861,AIP-exact
64991273325224320,56.84908244387788,23.48953423478929,0.12150273383408745,171.18644067796612,0.1833324376267034,11.450099165418088,2.7696428571428573,2.8200000000000003,0.8034269849531257,1.0015818,True,False,279.88303,14.344,14.195,11.55,8.501,AIP-exact
65134622152928896,55.54527505792686,23.59954273624727,0.10388029519443967,140.67796610169492,0.31158296935278684,12.036359821095157,2.044632768361582,3.23125,0.7474558049825027,0.99145067,True,False,282.94162,15.083,14.856,12.17,8.387,AIP-exact
65161835066111616,56.2333833417677,23.36922939096189,0.18817911103240587,181.35593220338984,0.1,11.388455779876692,5.4285000000000005,2.9264150943396228,0.8385726710657168,1.0943304,True,False,202.55289,13.535,13.317,11.259,8.633,AIP-exact
65209560743193728,56.84701208646429,24.00646619205205,0.11228298881152829,222.03389830508473,0.2888476227919195,11.939044993251077,5.2960975609756105,2.35,0.8621127836397448,0.95561844,True,False,268.00778,14.858,14.508,10.733,8.454,AIP-exact
65225469302220800,56.71438897122719,24.10432284781211,0.14698119821714825,201.6949152542373,0.1833324376267034,11.817556340055852,8.548818897637796,7.983088235294118,1.2243963806907023,1.0897739,True,True,133.44974,13.038,12.752,9.887,7.284,AIP-exact
65234510209760896,55.97868468531886,23.78330454675166,0.16382455835662738,150.84745762711864,0.13540030931526834,11.109748585249914,2.167065868263473,2.407317073170732,0.9422196975729825,0.9026438,True,False,292.08206,14.232,14.083,12.176,8.737,AIP-exact
65236739295987200,55.80826538420033,23.795884149961378,0.1394016588902938,150.84745762711864,0.24823268762177775,12.713736218817001,3.502258064516129,4.175769230769231,0.8566148862591081,0.9449834,True,True,171.219,14.436,14.219,11.554,8.217,AIP-exact
65280552259109760,56.30484671502358,24.25640873706117,0.06170721907827953,120.33898305084746,0.11636163857357301,11.685894304400458,2.674137931034483,3.8775,1.1127245906220948,1.1298686,True,False,126.559555,12.968,12.769,11.843,7.859,AIP-exact
65294364873918080,56.29278594931714,24.392156067592783,0.12255979141612706,181.35593220338984,0.15755401855293244,11.097190657938425,10.857000000000001,6.424260355029586,0.979597215911269,0.86675483,True,True,184.34097,13.212,13.003,10.311,7.514,AIP-exact
66245854749434496,59.476269389838905,24.734906122168294,0.1373676544254146,100.0,0.1,11.747154525806138,2.1456521739130436,2.4452702702702704,0.9494044869216087,0.99316984,True,False,125.855064,13.266,13.094,12.521,8.66,AIP-exact
66316562793313536,60.59191456440335,25.093756838767924,0.046996271258892316,150.84745762711864,0.12552052364172658,12.404456711579678,3.0242339832869085,3.1020000000000003,0.9423452079177377,1.0356658,True,False,150.98634,13.872,13.636,11.942,8.466,AIP-exact
66522377627294336,57.01249962488416,24.0012898055372,0.09716155867178343,252.54237288135593,0.21332862845930578,10.861901145324252,14.476000000000003,3.8228873239436627,0.8373987615771908,1.1295671,True,True,230.14671,13.695,13.41,9.762,7.735,AIP-exact
66529249574139904,57.213902305056045,24.057956113323723,0.13763741105753166,191.52542372881356,0.1,10.77444438433838,4.523750000000001,3.4798076923076926,3.4410370554179295,1.6448507,False,False,234.16885,13.448,13.21,11.076,8.438,AIP-exact
66643293843356032,58.11759003533576,24.506194785095413,0.1412877330529639,140.67796610169492,0.1,10.744954231097427,3.075637393767706,2.473120728929385,0.9138049374718997,1.0451428,True,False,215.67259,13.525,13.305,11.936,8.699,AIP-exact
66703457745026432,58.43730645452863,25.10344705388611,0.1713790286967354,100.0,0.1,8.930814030048825,2.4563348416289594,2.2905063291139243,0.7225993161285698,0.95647186,True,False,296.17227,12.795,12.736,12.237,8.475,AIP-exact
66716136489019008,56.87290125295112,24.2053413548071,0.105360650957068,232.20338983050846,0.1,12.02637103303788,4.741048034934498,3.4357594936708864,0.9787376399642645,0.82112074,True,False,134.20126,13.158,12.908,10.378,8.285,AIP-exact
66746888454204544,57.298404794958095,24.437884221589474,0.04527502196909484,140.67796610169492,0.16995517726504228,12.009422013561064,2.566666666666667,2.4019911504424782,0.9027054997352695,1.0191708,True,False,170.41507,13.895,13.789,11.823,8.227,AIP-exact
66783099321711360,56.728728157066,24.466451174674035,0.12373410631257797,171.18644067796612,0.19776262910622383,12.72759700655989,4.5810126582278485,4.25764705882353,1.0778357633333495,0.86404675,True,True,141.64394,13.76,13.505,10.905,7.838,AIP-exact
66870029458796928,57.475988646379626,24.92819994182911,0.148640193362482,150.84745762711864,0.31158296935278684,12.093787420339067,3.457643312101911,3.424921135646688,0.868927922309497,1.0257205,True,False,299.8807,15.168,14.913,11.957,8.435,AIP-exact
67142192946322560,59.90173465134834,25.560232782712497,0.12716059280918995,161.01694915254237,0.10787105198966634,11.795658566867374,3.850000000000001,3.0843750000000005,1.0011681052651715,1.046906,True,False,190.66856,13.771,13.586,11.75,8.608,AIP-exact
67523968297135232,59.035953659490495,26.77675178398213,0.1503619246899981,100.0,0.1,11.118759414917637,2.1040697674418607,2.4019911504424782,1.118738215068924,0.9265863,True,False,167.28543,13.133,12.951,12.5,8.916,AIP-exact
67880308846887296,53.293887757455366,23.241340339558946,0.12112568963192152,120.33898305084746,0.1,11.202857899813967,2.2431818181818186,2.5850000000000004,0.9722350104208207,0.92547244,True,False,164.61076,13.246,13.024,12.176,8.628,AIP-exact
68458514523905408,54.39250015328359,24.704074258298697,0.10840483629832644,130.50847457627117,0.1,11.99375145279884,3.1653061224489796,2.9185483870967746,0.881641888484717,0.97433466,True,False,138.01418,13.374,13.109,11.985,8.569,AIP-exact
70924895201512576,57.62065470404283,28.419300701147154,0.19518255292143896,100.0,0.1,10.189317724183397,2.064068441064639,2.0142857142857142,0.8737239272710974,1.0264351,True,False,247.35008,13.289,13.131,12.495,9.005,AIP-exact
72265337311743744,34.74738303164307,10.982086713404204,0.025270249672093993,110.16949152542372,0.1,8.951141907126754,3.8775,7.050000000000001,0.8386737145357912,0.97003806,True,True,270.93594,12.806,12.721,12.06,7.792,AIP-exact
72304537477810944,34.49151935574304,10.86944385702578,0.1857649432846986,120.33898305084746,0.1,10.558561023820683,3.075637393767706,2.229363449691992,0.884670048204293,0.96125144,True,False,234.98622,13.713,13.526,12.273,9.04,AIP-exact
73952400465623552,34.81300284650489,13.404091643412867,0.17941638301281276,100.0,0.1,10.60768071807886,2.276100628930818,2.048490566037736,0.8167241621386998,0.9552203,True,False,204.42267,13.406,13.239,12.494,9.107,AIP-exact
74148388413176064,33.11904800762101,13.577077932976438,0.15562839418768426,130.50847457627117,0.1,10.287846585868948,2.4234375000000004,2.1081553398058253,1.0278435616900408,0.97468954,True,False,280.3688,13.862,13.764,12.374,9.133,AIP-exact
75777619832354560,34.56215530319388,14.56684928617592,0.19693578621463678,130.50847457627117,0.1,10.059725168146969,2.7696428571428573,2.0068391866913124,0.8224593477381561,1.0844285,True,False,296.19653,13.886,13.687,12.39,9.204,AIP-exact
76463371490284672,36.87780047655353,16.241341540521102,0.08813824039272845,140.67796610169492,0.1,10.977433437473838,2.05625,2.044632768361582,0.8208669020636176,1.0607928,True,False,239.41685,13.898,13.703,12.241,8.949,AIP-exact
76572841616667008,31.248016481671176,12.318023428568766,0.17845227912752204,150.84745762711864,0.11636163857357301,11.571197896958166,2.7696428571428573,2.091907514450867,0.7823548848155111,0.99182504,True,False,242.00616,14.617,14.407,12.505,9.105,AIP-exact
76863009607387648,30.189976685784178,12.906298820683524,0.05629730032366153,161.01694915254237,0.10787105198966634,11.208703019673878,3.4798076923076926,2.4787671232876716,0.8630677382429458,0.970373,True,False,264.60107,14.238,14.063,12.126,8.965,AIP-exact
76972170496655232,29.96091508444295,13.593526214567442,0.11502270812054588,110.16949152542372,0.1,10.492005391327744,2.0255597014925373,2.4234375000000004,0.9946195105311578,1.1059114,True,False,237.38448,13.531,13.349,12.718,8.984,AIP-exact
76998043379487616,30.94135257104624,13.555019512915116,0.09536757256407336,161.01694915254237,0.1,11.980842123624658,4.377822580645161,2.4288590604026847,0.9818457398515119,0.89896244,True,False,179.13464,13.935,13.686,11.993,9.043,AIP-exact
79640341619207296,35.686421838417026,17.178532717337184,0.13279927407267245,150.84745762711864,0.12552052364172658,12.015080896936775,2.0142857142857142,2.0293457943925235,1.9696702718490977,1.8765615,False,False,230.9043,14.564,14.41,12.427,9.05,AIP-exact
79687453115988992,34.45456848996048,16.801985397213794,0.14276175650711193,130.50847457627117,0.1,10.103207100017222,2.280882352941177,2.5131944444444447,0.9508156590198734,0.9332998,True,False,279.56885,13.605,13.446,12.295,8.822,AIP-exact
81683268583364864,41.09203245538056,16.307022495396694,0.15203637562486055,120.33898305084746,0.1,10.738562949309694,2.319871794871795,2.3550976138828634,0.8226823416246174,0.92480797,True,False,203.06525,13.422,13.252,12.272,8.843,AIP-exact
82979180475685888,39.78659571119324,18.2021501821329,0.1098973019467506,150.84745762711864,0.16995517726504228,12.363051221606883,2.950271739130435,2.7910025706940877,0.8268175839165485,0.99427605,True,False,182.04106,14.145,13.827,11.934,8.456,AIP-exact
85528230681496704,41.876086132114615,21.57749365327907,0.16112581557922284,100.0,0.1,11.004390924143912,2.5190255220417637,2.3248394004282655,1.0714370339132113,0.9757316,True,False,136.678,12.825,12.648,12.196,8.619,AIP-exact
86319226218074624,39.32649927347564,19.483412576655518,0.09735397193056841,161.01694915254237,0.26777121151983396,12.635071940182538,3.0326815642458107,2.133005893909627,0.7070443223715197,1.0597638,True,False,255.75964,15.245,15.013,12.185,8.87,AIP-exact
87447286493425024,37.73050380132761,20.757564305716045,0.14116648603607923,130.50847457627117,0.1,11.528578500475659,3.4141509433962267,3.3928125000000002,1.1089475011450447,1.0223007,True,False,173.31905,13.432,13.229,12.198,8.764,AIP-exact
88193786169505408,38.21668912300182,20.787654832773832,0.19614364970167864,100.0,0.1,11.681064244621552,2.137204724409449,2.3966887417218543,0.8920489016930967,1.0826619,True,False,130.06024,13.313,13.08,12.763,9.123,AIP-exact
90250049007238912,29.166841378958832,15.534291657746447,0.10910913458987974,150.84745762711864,0.1,11.292594144965069,3.680338983050848,2.7910025706940877,0.9142830353747502,0.9425894,True,False,204.56078,13.833,13.611,11.973,8.946,AIP-exact
92193470169067904,28.26487709725336,18.47622264833907,0.15323188083186218,120.33898305084746,0.1,12.12278365155694,2.0601518026565464,2.05625,1.0323361437969332,0.98498213,True,False,160.93684,14.067,13.891,12.665,9.303,AIP-exact
92795452785353472,31.429816905287996,18.869869394259712,0.19546005847596987,100.0,0.1,10.34587466304034,2.365359477124183,2.238556701030928,0.9924147012836597,1.0342543,True,False,219.70041,13.227,13.086,12.345,8.996,AIP-exact
93002225395505792,32.48751686630816,19.0603257761452,0.06694580985358832,140.67796610169492,0.1,11.062461104605175,2.1205078125,2.162749003984064,0.9849976906701075,0.95411325,True,False,268.15295,14.238,13.986,12.659,9.044,AIP-exact
94062154604630400,31.34191014359855,20.08901101628697,0.08089339190543002,100.0,0.1,10.782011848461389,2.1205078125,3.075637393767706,0.7853398916162498,1.051587,True,False,185.09114,13.222,13.038,12.684,8.809,AIP-exact
94338681778880000,30.821513263814307,20.63920000304814,0.12220080578163216,140.67796610169492,0.1,11.135131475326293,4.360240963855422,2.9264150943396228,0.9226116232116576,0.936612,True,False,207.96675,13.539,13.381,12.027,8.781,AIP-exact
97019913898201344,29.313416091671,20.819741506301803,0.191392542947123,130.50847457627117,0.1,10.280486874862026,3.3613003095975236,2.3348387096774195,0.8080697670062037,1.0315936,True,False,275.7634,13.623,13.477,12.291,9.044,AIP-exact
97163808187441792,27.58977718331807,20.73425040604802,0.08343570098283307,150.84745762711864,0.1,12.124084420512997,2.4452702702702704,2.095945945945946,0.8457306521835264,0.9346244,True,False,187.39203,14.153,13.937,12.379,9.115,AIP-exact
97338291233869952,27.6836800932037,21.301733752501164,0.10205742897757308,181.35593220338984,0.1,11.061906761139667,9.960550458715597,3.9053956834532375,1.4626112992993403,1.0726156,True,True,193.93681,13.473,13.212,11.093,8.487,AIP-exact
99594690956957952,33.15689934833521,21.39257710251533,0.06137787853203156,150.84745762711864,0.19776262910622383,12.31674782720291,2.2022312373225152,2.0759082217973233,0.8050189100065195,1.0334615,True,False,229.20265,14.869,14.716,12.357,8.779,AIP-exact
100339064624378240,32.319986482986046,21.82885379880159,0.16625934936946743,130.50847457627117,0.1,10.63661629409566,2.2953488372093025,2.603597122302159,0.7858108727291006,1.1077347,True,False,261.53098,13.616,13.378,12.523,8.832,AIP-exact
101023544972717056,34.62291814231384,23.53288430750501,0.17292686345920397,120.33898305084746,0.1,11.159924540047392,3.3613003095975236,2.680740740740741,0.8790523927325276,1.0050756,True,False,150.1773,12.93,12.736,11.698,8.433,AIP-exact
101027079730076544,34.71042133803148,23.67636578723763,0.05658704044567319,161.01694915254237,0.10787105198966634,10.797607882718552,2.9991712707182323,2.6873762376237624,1.0838251862817778,0.9591557,True,False,247.4052,13.83,13.66,11.701,8.563,AIP-exact
102694454753802880,35.48777440429836,24.64309246757223,0.1333746577680242,100.0,0.1,10.861231302280675,2.0838771593090213,2.048490566037736,1.0257041980502868,0.95349526,True,False,198.85611,13.386,13.275,12.753,9.125,AIP-exact
103129552121660800,36.64187218828213,25.490132121594907,0.11504494759363006,140.67796610169492,0.15755401855293244,12.269062760933718,2.8875,2.7007462686567165,0.820028916151252,1.0102812,True,False,196.49226,14.152,13.932,12.3,8.663,AIP-exact
104248030324972416,31.8627801313459,24.112363683928717,0.05630930607961338,130.50847457627117,0.10787105198966634,10.566800791900004,2.412666666666667,2.9107238605898127,0.8289750336515889,0.9488483,True,False,261.81073,13.832,13.614,12.298,8.561,AIP-exact
