source_id,ra,dec,w3sky,w4sky,w3conf,w4conf,w3sigsk,w4sigsk,w3rchi2,w4rchi2,nb,na,ext_flg,w3snr,w4snr,dist_x,designation_aw,glat,ecl_lat,n1_flag,n1_ncat,n1_cat,n1_name,n1_sep_as,n1_r_as,n2_score,n2_flag_0.95,n2_flag_0.99,n2_flag_0.999,n2_flag,nebular_flag
2013226994725430784,344.9614303380091,58.54036263903588,1554.328,404.528,13.92,2.292,32.169,11.177,1.072,1.093,1,0,0,8.5,7.7,0.168131,J225950.74+583225.4,-1.2344481425322502,56.77080144843209,False,0,,,,,0.9998761303109129,True,True,True,True,True
2013295263219643904,346.7148605796173,58.8379458814138,1619.005,414.081,22.347,3.119,47.017,12.376,0.6492,0.9537,2,0,0,5.6,5.5,0.115174,J230651.55+585016.5,-1.330836130458764,56.34566671150747,False,0,,,,,1.0,True,True,True,True,True
2013416827975945984,343.4578571055055,58.71047937127767,1526.793,395.729,0.0,2.552,35.804,11.185,0.9485,1.111,3,0,0,7.3,4.5,0.402,J225349.83+584237.7,-0.746539006041538,57.44320748715722,True,1,SNR_GREEN,G108.2-00.6,448.7772951432818,2100.0,0.9998761303109129,True,True,True,True,True
2013761323002939008,346.8981788888293,59.57790677447839,1757.907,432.981,20.155,4.227,39.645,11.745,1.033,1.122,2,0,0,11.3,5.6,0.242628,J230735.55+593440.2,-0.6864552091186473,56.80586245705295,False,0,,,,,1.0,True,True,True,True,True
2014006033066693888,348.5688340966057,60.56820439799177,1774.66,445.177,53.227,8.92,44.67,12.273,0.7033,0.8979,1,0,0,4.4,6.2,0.135406,J231416.50+603405.5,-0.084632231979259,56.90977335012564,True,1,HII_SH2,157,2043.2152107542263,2700.0,1.0,True,True,True,True,True
2014082891501495936,347.7249282352161,60.88038237001015,1595.197,407.341,21.621,2.2,34.312,11.396,0.9735,0.955,2,1,0,13.6,7.8,0.130138,J231053.96+605249.4,0.35867333111862,57.42336231815396,False,0,,,,,1.0,True,True,True,True,True
2014275924509846656,343.6806152819541,59.49078261329596,1738.87,423.767,33.301,8.169,34.607,11.571,0.9075,1.243,3,0,0,5.8,7.4,0.292146,J225443.32+592926.5,-0.0939015510362028,57.90825427683715,False,0,,,,,1.0,True,True,True,True,True
2014357223951605888,344.2375130427267,60.15795686320692,1602.913,405.067,9.903,3.335,32.809,11.31,1.102,1.187,1,0,0,10.4,6.1,0.069486,J225657.00+600928.6,0.387996430511893,58.16758256412925,True,1,BRIGHT_LBN,522,8743.33853430441,8953.595903099294,1.0,True,True,True,True,True
2014721329799061248,345.8728605498042,61.34411756503569,1626.666,416.177,13.178,2.059,35.048,11.173,1.158,1.627,3,0,0,9.5,15.9,0.164928,J230329.47+612038.6,1.135289539703164,58.39299974181369,True,1,BRIGHT_LBN,522,7793.854000979995,8953.595903099294,1.0,True,True,True,True,True
2014998376670265216,349.67034143037466,62.000473746976176,1675.135,424.664,0.0,0.0,32.956,11.469,1.677,1.206,1,0,0,19.9,9.9,0.390181,J231840.82+620001.5,1.062865016997513,57.51981384288919,True,2,BRIGHT_LBN,547,1039.2459249147053,2094.084473179931,1.0,True,True,True,True,True
