band,donor,is_donor,lam_um,tail_frac,tail_slope,p000,p002,p004,p006,p008,p010,p012,p014,p016,p018,p020,p022,p024,p026,p028,p030,p032,p034,p036,p038,p040,p042,p044,p046,p048,p050,p052,p054,p056,p058,p060,p062,p064,p066,p068,p070,p072,p074,p076,p078,p080,p082,p084,p086,p088,p090,p092,p094,p096,p098,p100,p102,p104,p106,p108,p110,p112,p114,p116,p118,p120,p122,p124,p126,p128,p130,p132,p134,p136,p138,p140,p142,p144,p146,p148,p150,p152,p154,p156,p158
2-short,con,False,8.69170023209881,0.014083521882465106,-7.368631893219113,0.46226090525137153,0.46226090525137153,0.4259424284945528,0.37801701586699826,0.3259380157648187,0.2628223403729211,0.19970666498102346,0.16061689894095368,0.1279499007474121,0.09757515276499612,0.07243143731566158,0.047287721866327036,0.03747868428653728,0.031028671382933543,0.02635062759699584,0.02517531346225842,0.023999999327521,0.019303248495414295,0.01399266924816983,0.010686949682908195,0.010836413824893563,0.010985877966878931,0.010439337591912219,0.009800407236819126,0.00956392879306209,0.009935073823283019,0.01030621885350395,0.007891228569772476,0.005214293940284802,0.0031466403601524864,0.0018876689000736383,0.0006286974399947901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-long,con,True,15.56999984383583,0.0,3.356517040099022,0.7124077807638662,0.7124077807638662,0.6494457732130121,0.5663618869603384,0.47590076011119864,0.3658372511057344,0.25577374210027004,0.180851145015012,0.11532265309654166,0.06501882570650361,0.04945846352237509,0.033898101338246577,0.02903106519446055,0.02650637665951146,0.02418503342408065,0.02226565182723247,0.02034627023038429,0.016871932049651456,0.01312654639099377,0.009685243348043404,0.006767997578971619,0.003850751809899834,0.0024976029364510086,0.0013520775447220463,0.0005907566954520081,0.00040950937107093804,0.00022826204668986803,0.0002456046807446633,0.0002816181655925733,0.0005443230669874566,0.0011079093030719554,0.0016714955391564541,0.001357518279908668,0.0009927728845672802,0.0008885770917473867,0.0010890918510288996,0.0012896066103104124,0.0006279868765212476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-long,con,True,15.891249836655334,0.0,-1.3462681809558208,0.6563293804184139,0.6563293804184139,0.6028682604649467,0.5323216279490315,0.453355427771245,0.35201723352048697,0.25067903926972884,0.17717926419978863,0.1111214427722452,0.06106408781831753,0.047520617893923256,0.033977147969529,0.029315494205666377,0.026599381124586888,0.024493507236777862,0.023593920126363913,0.02269433301594996,0.018894201352769768,0.014588470180391786,0.01051812711227843,0.006853452904706237,0.003188778697134045,0.0024174196242315008,0.002030128932037318,0.0016373901545382716,0.0012364258364809075,0.0008354615184235432,0.0010191712493789846,0.001257850335369816,0.0014798942235590053,0.0016798586673932893,0.001879823111227573,0.001814037283656633,0.0017328774734424164,0.0017123697515847574,0.0017627941330593427,0.0018132185145339282,0.0016560040211984334,0.0014938061948674966,0.0009679853706980693,6.699796145718414e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-long,con,True,16.212499829474837,0.0,-1.6789017341153465,0.6493300470967152,0.6493300470967152,0.5979627335822372,0.5301790621404516,0.45265172500848655,0.3492340761854728,0.245816427362459,0.17335067640203602,0.10915919516725607,0.06034267044089982,0.04661258492607457,0.03288249941124932,0.02858990452273149,0.026364569485690523,0.02452743248164513,0.023457663682358403,0.022387894883071684,0.01834060114367128,0.013774289295443734,0.009858118387280968,0.007062403141783046,0.004266687896285124,0.0028024801150375225,0.0015150211122302302,0.0008324614358838288,0.001063181134782303,0.0012939008336807774,0.001851955360049734,0.0024407849556680513,0.0029011479998173758,0.0031910008938351316,0.0034808537878528866,0.00314312874789575,0.0027690975464689936,0.002420642174973766,0.00210209751983914,0.0017835528647045138,0.0010157248494780796,0.00023711403360944224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-long,con,True,16.53374982229434,0.0,0.5951489554159964,0.6716218405592719,0.6716218405592719,0.61919191444321,0.5500060325580973,0.4685123658291452,0.35431515651513346,0.24011794720112156,0.16935311473827136,0.11019891767127614,0.06463032786587913,0.05006479052925752,0.0354992531926359,0.03099625050095838,0.028697422064840047,0.026637289236001175,0.0250489965610868,0.023460703886172423,0.018983796723923856,0.014003369605167492,0.009710780301355698,0.006603613614788782,0.003496446928221867,0.0024817300042190233,0.0017447718982556587,0.0011333891956827415,0.0007116007296012899,0.0002898122635198381,0.0009400516381051702,0.0016910799549754096,0.0020450832208434933,0.0018721259644723578,0.001699168708101222,0.001597807330747011,0.0015005878637491508,0.0014217445449513783,0.0013643919757435384,0.0013070394065356984,0.0006349820327303858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-long,con,True,16.854999815113842,0.0015781896095260841,-11.403817179737246,0.7535467720300586,0.7535467720300586,0.6878455066568955,0.6011469296696286,0.5046603071792748,0.38216544949500464,0.2596705918107343,0.18115923577467294,0.11440584552575647,0.06359397911560714,0.04916148761956736,0.034728996123527575,0.028921717312356255,0.025003770803584704,0.02192518462763378,0.02050579910958407,0.019086413591534367,0.01626222813786863,0.013193169300930384,0.009998011159226996,0.006585532939098573,0.0031730547189701514,0.0021506699027052365,0.0014455541223514072,0.0007491997545010069,6.60734016067718e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-long,con,True,17.176249807933345,0.0020462749353391124,-9.91114447771648,0.7051710485742253,0.7051710485742253,0.6489654221863825,0.5747971729323219,0.4889152604343888,0.37190847131702287,0.2549016821996568,0.17851542827746403,0.11298812930843626,0.062570100047475,0.04663219909466543,0.03069429814185585,0.027210809188307192,0.026455429529834745,0.02550503878113459,0.02416916099361222,0.02283328320608985,0.01967291523766326,0.016194516870730438,0.012554010488793073,0.008634126463975551,0.004714242439158028,0.0029119838494639392,0.0013908259812464127,0.0005483837606720106,0.0007306690865391894,0.0009129544124063683,0.00032187544843164376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-long,con,True,17.49749980075285,0.0035470404494854692,-10.641090569212086,0.6862184180220009,0.6862184180220009,0.6350351695308639,0.5674943880167862,0.4864868818954776,0.3696963646749556,0.2529058474544334,0.17843307400988428,0.11527296474307046,0.06605355551800642,0.04864753869590982,0.03124152187381323,0.02750630143572057,0.02676563639602878,0.026022258334244854,0.02527351732181367,0.024524776309382483,0.020689408973624143,0.016316005856735386,0.01221565398965619,0.008585879808419005,0.004956105627181819,0.002877018125660617,0.0010037739887034838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-long,con,True,17.81874979357235,0.006890536585641041,-7.881842987432648,0.6627634902584797,0.6627634902584797,0.6131538980688197,0.5476896939422581,0.46978077481643393,0.3588044701211414,0.24782816542584865,0.17643269602005596,0.11561824198868396,0.06755692117902318,0.04859890438813919,0.029640887597255215,0.026682823059235913,0.02722950996708222,0.027059608829979893,0.025473196441234955,0.023886784052490014,0.020371953798350106,0.016520977310792734,0.012787099803132718,0.009255031175721335,0.005722962548309957,0.004287969975656219,0.003131350330625177,0.0021968031331474937,0.0015975417878582186,0.000998280442568944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-medium,con,True,13.478750149486586,0.004420063549280932,-7.762053663659575,0.54370747673818,0.54370747673818,0.5193586559150852,0.4872282531794549,0.43980117061836577,0.3517286245210572,0.26365607842374844,0.19008526620493524,0.12039115512195746,0.06772033491311549,0.05389753746832695,0.040074740023538405,0.03303864487274688,0.02748916070064043,0.022810474739596076,0.019853134079488396,0.01689579341938072,0.013917750663501422,0.010936099285423401,0.008619295545700298,0.007448293055056947,0.006277290564413595,0.004850355731562678,0.0033894475789496945,0.0023991011585063806,0.0021192106866329673,0.0018393202147595534,0.002054315764286946,0.002315839059416122,0.0024419227348694878,0.0023882410969349624,0.002334559459000437,0.002291258744561982,0.0022485585794166886,0.0020823736856156734,0.0017717744481325441,0.0014611752106494153,0.0008977508147778221,0.00032825861510490625,8.99002550584972e-05,0.0001931879200235632,0.00028768829668251615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-medium,con,True,13.757500143256038,0.0,0.04535954973707891,0.5703641767854353,0.5703641767854353,0.5459004150371219,0.5136183376785228,0.4648615699186869,0.37232919623556393,0.27979682255244087,0.20171093878613408,0.12748698796788696,0.07111702645991824,0.05549078414720021,0.03986454183448219,0.03238005403998991,0.026678998187585193,0.02208646206415928,0.01968518587011005,0.017283909676060822,0.014866807223187943,0.012446946064648554,0.009951331053788549,0.007325161531482371,0.004698992009176193,0.003541072484659068,0.00257805340232633,0.0016763301364138327,0.0008671515345083729,5.797293260291329e-05,0.00030877431333551985,0.0006592319317520435,0.001061834439302101,0.0015336474360657572,0.0020054604328294135,0.0015850725791460188,0.0011130698002301518,0.0006967144590798042,0.0003454383248077752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-medium,con,True,14.03625013702549,0.06956954152785155,-3.348235442273909,0.5110915058089326,0.5110915058089326,0.48877673558867485,0.4593304408650358,0.4143929832505258,0.3282932928117016,0.2421936023728773,0.17340057797398659,0.10923408806101866,0.06069018132616062,0.04779781056186099,0.03490543979756136,0.02944817269180505,0.025619547339824907,0.022137386334411414,0.01934009671174594,0.016542807089080465,0.014011449667687335,0.011526447400644426,0.008995944641891046,0.006387026142104724,0.003778107642318401,0.0026832176645350527,0.0017893049241857273,0.0013162019328659786,0.0014784391508653933,0.0016406763688648083,0.0016145960958287434,0.0015708107595329335,0.0019582060976748067,0.002917895785524871,0.0038775854733749363,0.003326233642285522,0.002687466186133498,0.0021825313344501314,0.0018341125795182463,0.001485693824586361,0.0012437035491422229,0.0010042675572057905,0.0008294102955683228,0.0007211818826520092,0.0006034215095999302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-medium,con,True,14.315000130794942,0.0,-1.464023519029896,0.5670271782949577,0.5670271782949577,0.520493668783499,0.45908862530446076,0.39741036592268414,0.33500613285648845,0.27260189979029265,0.19897908345170925,0.12235723990169539,0.065208229058747,0.05249722106012735,0.039786213061507696,0.03329646283018108,0.028169464300261526,0.02407812333956534,0.022034012457566483,0.019989901575567633,0.016436467239546945,0.01261993982438484,0.009431427943414733,0.007325240706477641,0.005219053469540551,0.003879075593962931,0.002640806925645418,0.0019052783205005923,0.0019287886342635517,0.001952298948026511,0.0019281194001455396,0.0018994561900587284,0.0019439499898734765,0.0020855430937393843,0.002227136197605292,0.002023559000335587,0.0018000132732481197,0.0016953510412003297,0.0017297220491141953,0.0017640930570280607,0.0014343044343957014,0.001095775980630233,0.0011518436322066508,0.001615034249611998,0.002063746996055191,0.0006737701303046663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-medium,con,True,14.593750124564394,0.011377062665310463,-3.4433755912735915,0.6235754951665934,0.6235754951665934,0.5721921518183696,0.5043873276062802,0.43496717558305664,0.36125486680453306,0.2875425580260093,0.21074524731938243,0.133123233127025,0.07369850556588178,0.05580091929135539,0.037903333016828994,0.03154540407070153,0.027715209586985264,0.02433908392924193,0.02186053618330555,0.019381988437369175,0.015581804018868602,0.011551242565700878,0.008242500773711805,0.006177746057371042,0.004112991341030279,0.002860111989311124,0.001715003703692182,0.0008808176305028324,0.0005160631329424812,0.00015130863538212973,0.0002438944544555037,0.0003794780810756365,0.00045018390817183455,0.00043477920135444743,0.0004193744945370603,0.0003397945583795084,0.0002565020056485586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-medium,con,True,14.872500118333846,0.08382388030853379,-2.5534407529048377,0.5624824171749548,0.5624824171749548,0.500731259519297,0.4192451958087382,0.34965946823887517,0.31169463384286106,0.27372979944684683,0.20581530916260338,0.12989447522507092,0.07132106481378651,0.05233536450086297,0.03334966418793944,0.028057167656396643,0.02576413481029915,0.023409576740365028,0.02093339904191662,0.018457221343468215,0.015160155623048873,0.011719999329992398,0.008777396981253722,0.006692281217403169,0.004607165453552616,0.0033697975107210383,0.0022449624644848994,0.001503942733080191,0.0013424088691660761,0.0011808750052519615,0.0010691302456133534,0.0009620665128724426,0.000926106194575514,0.000984519499086052,0.0010429328035965902,0.0009939332233036085,0.0009387196744682742,0.0006854254275964936,0.00020047748302107345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-medium,con,True,15.151250112103298,0.01499868562570622,-3.9518630003149773,0.6074964211444601,0.6074964211444601,0.540603595636437,0.45233265063615913,0.3773001181373356,0.3374439388566623,0.2975877595759889,0.22524834171550143,0.14422528581882607,0.08061369665040084,0.05673596745157198,0.032858238252743116,0.02775974870127851,0.02677480688209371,0.025319612141046992,0.022934847670738362,0.02055008320042973,0.01704285000741641,0.013339957128794015,0.010024963717409803,0.007378477898499912,0.00473199207959002,0.0033485552087803437,0.0021327797027627313,0.001298218768578939,0.0010392170899089597,0.0007802154112389803,0.0008519879550657238,0.0009548589300673716,0.0009799670687837426,0.0009018627157032927,0.0008237583626228428,0.0005651542290287507,0.0002961079593718864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-medium,con,True,15.43000010587275,0.01743970940520443,-3.485077330985927,0.619029748508736,0.619029748508736,0.5515019027463134,0.4623929928742504,0.3833715449179352,0.3311539243377496,0.27893630375756395,0.21153997931050972,0.14008598155251042,0.08292792937813531,0.058393958151005045,0.03385998692387477,0.02838974436985355,0.027095366191846687,0.025389177770765412,0.02286894584593238,0.020348713921099354,0.017142107619591684,0.01381585807811321,0.01069304243875844,0.007920825651999848,0.0051486088652412535,0.0035050713629910207,0.002011358544525083,0.0010351957606267181,0.0008404320485264584,0.0006456683364261985,0.0007301521054507903,0.0008408899111623329,0.0008949836601847664,0.0008738952976016557,0.0008528069350185451,0.0007177616505826283,0.0005761238169486154,0.000483584705843517,0.00044846613464511495,0.0004133475634467129,0.00017251387012901645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-short,con,True,11.670000188052654,0.013820240122158838,-5.4122096876840695,0.49309630924831416,0.49309630924831416,0.4676515396042541,0.43407493636260763,0.3877566014933945,0.3075816654423614,0.22740672939132814,0.17153371233226392,0.12215724787501311,0.08256605570633367,0.06530535670900939,0.04804465771168509,0.0390215298759834,0.031802822389970495,0.026012555717799646,0.023045951119502615,0.020079346521205587,0.016706486601723736,0.013262811534512418,0.010174616288181356,0.00769905647783541,0.005223496667489463,0.0039049503310823117,0.0027399898540475657,0.0020185166850883525,0.0019666223930274946,0.001914728100966637,0.001810315293766515,0.001700964848390907,0.0015776712546487013,0.0014358713003471946,0.0012940713460456875,0.002209787926721314,0.003186683149916277,0.003349390501166897,0.002559912036075835,0.0017704335709847732,0.0011168690382838688,0.00046656643996032833,0.000399537637332089,0.0009342992588339216,0.0014613586109115792,0.0010102297461189666,0.0005591008813263537,0.0004250162125354668,0.0005795837221939136,0.0007124451804553725,0.0003113377743509123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-short,con,True,11.910000182688236,0.03129664581955402,-3.5942961301592558,0.5094619027718087,0.5094619027718087,0.4833864242184586,0.4489775453026977,0.40047646178711255,0.3145303774777086,0.22858429316830461,0.1709430842812227,0.12086852525951396,0.08104463730952219,0.06461330642062811,0.048181975531734034,0.03814526077821274,0.029509271463868367,0.02327052809144688,0.021770526697245017,0.020270525303043158,0.01668410935678727,0.012734006470265081,0.009588084631537415,0.007828091832625832,0.006068099033714248,0.004359003552575229,0.0026566643525564614,0.0017242448521007149,0.0019542531333381586,0.0021842614145756024,0.0018848054345459123,0.0015355707632859804,0.0014304754833179877,0.0016494197590647473,0.0018683640348115067,0.0014503953255843435,0.0009955804106148885,0.0007799586965734769,0.0008440714039563851,0.0009081841113392933,0.0009864853304626655,0.0010651270738678085,0.0008916048833959203,0.0004579135547969364,3.234156916915541e-05,0.0006379261408841758,0.0012435107125991962,0.000805540922201587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-short,con,True,12.150000177323818,0.06980855560783919,-3.9188776068221816,0.44111308643186675,0.44111308643186675,0.41950960126132814,0.3910019094898958,0.34969877978707087,0.27439634358083104,0.1990939073745912,0.1474254771750476,0.10207504858125435,0.06633166469583525,0.052512049503885126,0.038692434311935,0.03248866346929891,0.02795312519841734,0.02397303586837127,0.021090927002767466,0.018208818137163654,0.015385689342246949,0.012572841477083041,0.009760107845372073,0.006947571084080008,0.004135034322787944,0.003756715781097743,0.003701523551744072,0.003646252658576505,0.003590862998474232,0.0035354733383719593,0.003308769803749128,0.003065959836479065,0.003038664106109215,0.00329741454471601,0.003556164983322805,0.0034962185197934766,0.0034178350453967703,0.0032433635523081866,0.002956517935664696,0.002669672319021205,0.002828326215759574,0.002997672100819108,0.002720792569277577,0.0019835217348936783,0.001254664482945428,0.0015943322003245267,0.0019339999177036258,0.0016973143449631634,0.0009358892095765319,0.00017801620952138006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-short,con,True,12.3900001719594,0.006381769175559209,-6.331757844553898,0.5930138189878581,0.5930138189878581,0.551731078744589,0.4972548854338834,0.431973625658227,0.33798176070427266,0.2439898957503183,0.180660981181128,0.12552909295241918,0.08154638699239862,0.06300668672246162,0.04446698645252463,0.035385400426250394,0.028375591805730873,0.022965861300643115,0.02071907590745533,0.018472290514267548,0.015447058457138457,0.01228613386225813,0.00931421938135968,0.006668045735195955,0.00402187208903223,0.002902307499279467,0.0019853901294042665,0.0014378066439084333,0.0014478449054167444,0.0014578831669250557,0.0013051383523590009,0.001137089146025271,0.0012025539919803257,0.0015779556709732176,0.0019533573499661097,0.001727952681292244,0.0014677906206046001,0.0013402195574014862,0.0013677125421040078,0.0013952055268065297,0.00107355792336754,0.0007435309458131543,0.0005095761444050042,0.00037474342949693826,0.00023989712511124096,0.00010332495706635423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-short,con,True,12.630000166594982,0.0036341300121157678,-8.875228526571172,0.6090246173802671,0.6090246173802671,0.5735869864969908,0.5268239271871001,0.46474665198778536,0.3619773174251433,0.2592079828625011,0.19035794231201902,0.1305754358043916,0.08349322788225765,0.0653937526295831,0.047294277376908556,0.037255292336320585,0.02898193848504684,0.022889416968276496,0.021107843089477957,0.01932626921067942,0.015552633045818174,0.01143175666595518,0.008008830121119455,0.005788753291969018,0.0035686764628185827,0.0029125949453611844,0.0024641234250311803,0.0017503345035081374,0.0006359683292034579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-short,con,True,12.870000161230564,0.13275345313721532,-2.362092158570874,0.5383661047405403,0.5383661047405403,0.503845331124838,0.45829214532267404,0.3998708416598672,0.3072571105387803,0.2146433794176933,0.1562793179258443,0.10707110871111823,0.06789064941815799,0.051594029690252965,0.035297409962347925,0.028400542300509115,0.023562667948380064,0.020118227665545926,0.019428250077829626,0.01873827249011332,0.015224600947243061,0.0112187258709056,0.007826457329103502,0.005491680900011285,0.0031569044709190666,0.002361125169725716,0.0017696375226782326,0.0013511180056743665,0.0011937464497167498,0.0010363748937591327,0.0009035875804905151,0.000773111606278128,0.0009425741701371626,0.0015101369754364437,0.002077699780735725,0.0015655687003850588,0.0009909759902860507,0.0005895548249226963,0.00039065631357222366,0.00019175780222175086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-short,con,True,13.110000155866146,0.002044449903206597,-11.001051046449392,0.6339964737635583,0.6339964737635583,0.5995829488209964,0.5541712870411208,0.4907224130928124,0.379346089668382,0.26796976624395163,0.19497774461962675,0.1322468729814686,0.08270524166154486,0.06326213311913031,0.04381902457671579,0.03450460886289564,0.027408859197243805,0.021742247822764106,0.018900677256415345,0.016059106690066587,0.013712278265378708,0.011451689296576669,0.008796256756005809,0.005460349123663155,0.0021244414913205007,0.0009484532167366713,5.9179901147377e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-short,con,True,13.351250150473788,0.0009252623642781677,-12.533675952385426,0.5850035389105022,0.5850035389105022,0.5542747224266605,0.5137253563448901,0.45765374631311634,0.3603373166427619,0.26302088697240744,0.19462784563209232,0.13396679919188664,0.08552426284225056,0.06496499310955517,0.04440572337685978,0.036107396464340066,0.03049479988385885,0.02559987622905164,0.022123608357553497,0.018647340486055358,0.015972414130558162,0.013437171158584072,0.010629882230402283,0.0073537481436497815,0.004077614056897281,0.002643494678178888,0.0014538905261906874,0.0005893034692444339,0.00021542849696936292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
