source_id,s23_label,m1_used,m1_source,amrf,margin_at_1p25,p_class3_mc,cuts_core,cuts_eb26,significance,goodness_of_fit
526804475032774528,WD,0.43450138,binary_masses,0.7556532454945046,1.6787413672158282,1.0,True,True,32.24945,0.28611562
5674676783372468352,WD,0.49136174,binary_masses,0.6947927049339216,1.5141478166407663,1.0,True,True,23.115446,-0.22775546
6849286605810570752,WD,0.35400462,binary_masses,0.8499462600140573,1.9478985892099063,1.0,True,True,50.213448,1.6208584
4566039969296448128,WD,0.5142754,binary_masses,0.6715645588438596,1.4581678864542942,0.997,True,True,54.070194,-1.5684417
5780641155646533504,WD,0.3356854,binary_masses,0.8723176742620706,1.956993249252663,1.0,True,True,128.86766,-0.33164683
4534069465403072640,WD,0.44006908,binary_masses,0.7389793235062526,1.6371849408090096,0.982,True,True,115.29577,2.030827
1886436055442248960,WD,0.43267155,binary_masses,0.7455884042814669,1.657867263609616,1.0,True,True,64.293205,0.7026173
5467622873958750848,WD,0.28789362,binary_masses,0.948403153231424,2.0024623988488086,0.97,True,True,121.407616,-0.5455632
5038672464198039040,WD,0.36824518,binary_masses,0.8193577679362174,1.8923103423125833,1.0,True,True,35.75307,2.746569
1342378666723266304,WD,0.3642619,binary_masses,0.8235764270020713,1.9013662032678518,1.0,True,True,20.395765,0.044892274
868863951177644160,WD,0.45646682,binary_masses,0.7153125838405636,1.5610097868104555,0.995,True,True,63.13195,0.25374904
2989538791273939200,WD,0.40842703,binary_masses,0.7658546029001223,1.723234999486981,1.0,True,True,46.638035,1.9124758
2566461354152574976,WD,0.46110106,binary_masses,0.709126460661838,1.5421983584834338,0.993,True,True,39.834427,0.748971
3464913154642472960,WD,0.4617472,binary_masses,0.7081338316510328,1.5398449913465315,0.941,True,True,29.68898,0.5666709
4040127576266563584,WD,0.4773022,binary_masses,0.6930419485184957,1.5024568319241138,1.0,True,True,46.821762,2.1265464
3047635233349460736,WD,0.47659108,binary_masses,0.6916608014676816,1.4996705567386672,1.0,True,False,65.361984,5.9880686
6411562368137194624,WD,0.47538665,binary_masses,0.6925128127236009,1.501870650073444,0.988,True,False,9.728992,0.66001534
6276650676500243072,WD,0.41834676,binary_masses,0.7467262726658189,1.672114439723137,1.0,True,True,51.412716,-0.730256
1251294711160534144,WD,0.4745249,binary_masses,0.688896181385404,1.4942783358186762,0.986,True,True,53.797455,2.6824694
1255744194199868800,WD,0.46092486,binary_masses,0.6992709756584978,1.5208172008719318,1.0,True,True,28.762463,0.059813336
985796325597093888,WD,0.37002075,binary_masses,0.8004466349701832,1.8489328527182434,1.0,True,True,49.357723,0.01645023
205868816271892864,WD,0.3865094,binary_masses,0.7754127188526176,1.779245662413342,1.0,True,True,28.993574,2.757071
678085695778294784,WD,0.4908566,binary_masses,0.6659542964789607,1.4509286025916726,0.989,True,False,34.538876,5.825711
6917071738179546752,WD,0.4171304,binary_masses,0.736209649869351,1.6495377105608047,1.0,True,True,31.524199,0.62975174
6218848456877200640,WD,0.47334674,binary_masses,0.6706311882540612,1.4549943274500383,0.993,True,True,16.574644,1.2795174
613025599896017152,WD,0.48150435,binary_masses,0.6631733335380238,1.4380407557932682,1.0,True,True,272.59445,2.7797184
1644534181545543168,WD,0.38239983,binary_masses,0.7668811033148848,1.7680657462810996,0.98,True,False,9.332799,1.7769132
6410320813350902656,WD,0.28730044,binary_masses,0.9085111509645935,1.916724645307391,1.0,True,True,29.44661,2.472361
2856698098507352064,WD,0.45752162,binary_masses,0.6841037712216298,1.491466188745979,0.873,True,True,51.162724,2.959319
486506549240142080,WD,0.32064646,binary_masses,0.849806025502753,1.8721931301271997,1.0,True,True,59.23352,0.7953152
4573946729210713856,WD,0.35909182,binary_masses,0.7912064430737837,1.824001317332107,1.0,True,True,36.79871,1.8209542
224549450109569536,WD,0.46460274,binary_masses,0.6728717326576238,1.462350484671514,0.996,True,True,135.705,1.7726177
2581557958039687296,WD,0.4445372,binary_masses,0.6904350489227562,1.5233234647661626,0.979,True,True,78.90501,0.5632829
5015791524146225792,WD,0.40001693,binary_masses,0.7377614120149024,1.6668520536155516,1.0,True,True,45.600925,1.7457871
