DETUID,IAUNAME,RA,DEC,DET_LIKE_0,primary_100,ls10_NWAY_p_any,ls10_NWAY_match_flag,ls10_LS10_RA,ls10_LS10_DEC,ls10_class_gal_exgal,ls10_Class_STAREX,ls10_Exgal_prob_STAREX,ls10_class_jetted,ls10_dered_mag_r,ls10_LS10_TYPE,ls10_n_alt,gdr3_NWAY_p_any,gdr3_NWAY_match_flag,gdr3_GDR3_RA,gdr3_GDR3_DEC,gdr3_GDR3_PQSO,gdr3_GDR3_PGal,gdr3_GDR3_Pstar,gdr3_GDR3_parallax,gdr3_GDR3_parallax_over_error,gdr3_GDR3_phot_g_mean_mag,gdr3_n_alt,cw_NWAY_p_any,cw_NWAY_match_flag,cw_CW2020_RA,cw_CW2020_DEC,cw_CW2020_w1mpro,cw_CW2020_w2mpro,cw_n_alt,in_ls10,in_gdr3,in_cw,gdr3_dsc_max,gdr3_dsc_label,ls10_gdr3_sep,diff_object_0.5,class_conflict_0.5,tier_0.5,diff_object_0.8,class_conflict_0.8,tier_0.8
sm03_113141_020_ML00998_001_c030,3eRASS J073442.5-520307,113.67724570554232,-52.05199888495455,7.8005857,False,,,,,,,,,,,,0.27826217,1.0,113.67816223074864,-52.05276657707727,0.0,0.0,0.99998844,0.31727473026738406,1.9937048,19.011927,0.0,0.9841774,1.0,113.6790709,-52.0528698,15.808,14.688,0.0,False,True,True,0.99998844,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_077120_020_ML00233_001_c030,3eRASS J050900.8-290647,77.25370361766285,-29.113236369505447,51.786953,False,0.99958414,1.0,77.2544849559164,-29.113860824725656,5.0,0.0,0.9749251465651433,0.0,19.752410208924307,PSF,0.0,0.9991158,1.0,77.2544849559164,-29.113860824725656,0.9999714,0.0,2.86e-05,0.13931966591535694,0.39243573,19.970263,0.0,0.99965006,1.0,77.2544483,-29.1138746,15.327,14.064,0.0,True,True,True,0.9999714,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_146174_020_ML00062_001_c030,3eRASS J091105.3-852350,137.77243036576525,-85.39734043963314,174.18488,False,0.99999774,1.0,137.7714514849077,-85.39757567074527,5.0,0.0,0.9923156398164891,0.0,17.87575273556184,SER,0.0,0.99949956,1.0,137.7714514849077,-85.39757567074527,0.44479832,0.1567685,0.39842743,-0.13221901989126128,-0.45309258,19.696753,0.0,0.9999159,1.0,137.7711828,-85.3975948,13.92,13.078,0.0,True,True,True,0.44479832,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_087147_020_ML01051_001_c030,3eRASS J054935.3-573317,87.39710587609552,-57.5548117946722,22.177586,False,0.38756996,1.0,87.39619840174304,-57.55434227410719,5.0,0.0,0.9985425008300446,0.0,22.143879747958827,EXP,1.0,0.20055158,1.0,87.39863448325414,-57.555338384759764,0.0,0.0,0.999953,0.4287287373695672,13.672315,16.227768,0.0,0.98725027,1.0,87.3971397,-57.5547175,15.545,14.902,0.0,True,True,True,0.999953,STAR,5.9158105047432334,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_192132_020_ML00614_001_c030,3eRASS J124015.8-424848,190.06590301405097,-42.81333957246215,16.374641,False,0.801755,1.0,190.06591925207996,-42.812653164851724,5.0,0.0,0.9547006077903526,0.0,22.264888102108948,PSF,0.0,0.24278277,1.0,190.0667190243246,-42.81402870498798,0.0,0.0,0.99998057,0.21275672922477099,0.97932255,18.788652,0.0,0.24294212,1.0,190.0634323,-42.8124097,17.183,16.606,1.0,True,True,True,0.99998057,STAR,5.383563494609758,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_172063_020_ML00350_001_c030,3eRASS J112929.5+262331,172.37311307144378,26.392112644454514,11.279171,False,0.9750714,1.0,172.3730644884467,26.392663895113774,4.0,0.0,0.9141034270773243,0.0,19.241973982437784,SER,0.0,0.0,1.0,172.37086986791027,26.40454606472452,1.0,0.0,0.0,-0.2540639092297536,-0.66083014,19.581411,0.0,0.9919928,1.0,172.3730621,26.392674,15.323,14.757,0.0,True,True,True,1.0,QSO,43.357304914076515,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_179093_020_ML00102_001_c030,3eRASS J115038.9-032005,177.66210722240947,-3.3348786680098774,50.602097,False,0.9999944,1.0,177.66245560162307,-3.3347624114049923,5.0,0.0,0.9985802112769906,0.0,19.739734047459528,PSF,0.0,0.9996794,1.0,177.66245560162307,-3.3347624114049923,0.99999875,1.25e-06,0.0,-0.5056649533995391,-1.3662306,19.736076,0.0,0.9982879,1.0,177.6624553,-3.3347903,15.202,14.436,0.0,True,True,True,0.99999875,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_111057_020_ML00522_001_c030,3eRASS J072910.9+341052,112.29560538072333,34.18131122020472,12.45152,False,,,,,,,,,,,,0.9164949,1.0,112.29553240389284,34.182527987969266,0.0,0.0,0.99296397,5.396868889206718,144.92032,9.655838,0.0,0.9783622,1.0,112.2955249,34.1825508,8.517,8.537,0.0,False,True,True,0.99296397,STAR,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_124138_020_ML00273_001_c030,3eRASS J081045.3-490523,122.68889021886032,-49.08985025167211,64.06032,False,,,,,,,,,,,,0.9810383,1.0,122.68965019078493,-49.08897971952605,0.0,0.0,0.99952716,3.5304093823236466,312.2931,13.534892,0.0,0.6712997,1.0,122.6896697,-49.0889842,11.122,11.182,0.0,False,True,True,0.99952716,STAR,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_275141_020_ML00515_001_c030,3eRASS J181220.7-500646,273.08626401979166,-50.11304001891573,7.5717883,False,,,,,,,,,,,,0.016198482,1.0,273.08588946765633,-50.11482694686213,0.0,0.0,0.9999654,0.742703891764501,26.088425,14.748702,1.0,0.02581226,1.0,273.0844758,-50.1104626,16.781,16.483,0.0,False,True,True,0.9999654,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_266150_020_ML00110_001_c030,3eRASS J173543.7-610413,263.9322941190978,-61.070471209135334,31.335186,False,0.90200996,1.0,263.9326076640588,-61.07062115192562,-5.0,0.0,,0.0,inf,PSF,0.0,0.9626193,1.0,263.9326076640588,-61.07062115192562,0.0,0.0,0.9990192,2.4323288556060807,71.198494,14.772122,0.0,0.44999182,1.0,263.9325694,-61.0705839,12.408,12.445,0.0,True,True,True,0.9990192,STAR,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_013129_020_ML01008_001_c030,3eRASS J005304.4-385233,13.268554914837722,-38.87593595148121,10.477361,False,0.90819585,1.0,13.267236834904217,-38.875554652911795,5.0,0.0,0.9985751673261907,0.0,21.607698933901872,SER,0.0,0.0,1.0,13.257010794242268,-38.87875520270101,0.0,0.0,0.9999644,1.4792332205203609,5.0583196,19.467413,0.0,0.9801358,1.0,13.2672042,-38.8755263,16.736,15.671,0.0,True,True,True,0.9999644,STAR,30.889257764407102,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_049108_020_ML01009_001_c030,3eRASS J031441.5-180305,48.67319187649054,-18.051641173489177,6.401314,False,0.044315178,1.0,48.67168396923578,-18.052380044795413,5.0,0.0,0.993659627102368,0.0,21.742492529685002,SER,0.0,0.0,1.0,48.66269977233714,-18.041198061094377,0.00069456,0.00095753,0.9980205,,,21.444563,0.0,0.85179996,1.0,48.6718108,-18.0525179,16.649,16.013,0.0,True,True,True,0.9980205,STAR,50.656676111554894,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_225147_020_ML00033_001_c030,3eRASS J145453.7-580643,223.72399381493221,-58.1119748036649,82.65268,False,,,,,,,,,,,,0.077616066,1.0,223.7249582509064,-58.112328111829186,3.267e-05,1.562e-05,0.9993889,,,20.88202,1.0,0.25878963,1.0,223.7223804,-58.1112397,8.986,9.022,0.0,False,True,True,0.9993889,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_237150_020_ML00463_001_c030,3eRASS J155217.0-590707,238.07121796434367,-59.11868778298084,11.020564,False,,,,,,,,,,,,0.3958123,1.0,238.07357788085938,-59.11952209472656,0.0,0.0,0.9999243,1.9600404500961304,71.6971,15.224984,0.0,0.122168444,1.0,238.0685306,-59.1188977,15.012,15.394,1.0,False,True,True,0.9999243,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_213135_020_ML00677_001_c030,3eRASS J142032.4-451040,215.1352156097743,-45.17790647579947,6.7109385,False,,,,,,,,,,,,0.026719123,1.0,215.13547496440992,-45.175547888833165,0.0,0.0,0.99999654,0.7721538013963118,2.1411884,19.472061,0.0,0.22597045,1.0,215.1347975,-45.1786999,15.385,15.292,0.0,False,True,True,0.99999654,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_079153_020_ML02357_001_c030,3eRASS J052711.5-642352,81.79831767830213,-64.3978514814686,23.853079,False,0.09723321,1.0,81.7999001095935,-64.39814365649642,2.0,0.0,,0.0,20.49932979859314,PSF,0.0,0.4404403,1.0,81.7999001095935,-64.39814365649642,0.11581156,1e-08,0.88418823,-0.98138257620379,-0.61505926,20.899134,2.0,0.2599643,1.0,81.7988809,-64.3974871,16.553,16.666,0.0,True,True,True,0.88418823,STAR,0.0,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_037123_020_ML00779_001_c030,3eRASS J022649.2-342104,36.70522802141085,-34.35122138022341,13.895808,False,0.87019366,1.0,36.70550830027681,-34.352878659638236,5.0,0.0,0.9803653972294636,0.0,22.406062594811882,PSF,0.0,2.4424907e-15,1.0,36.69704049557066,-34.345758560599776,0.80754954,0.05702791,0.13542038,0.03981338974318006,0.03911628,20.805555,0.0,0.94292915,1.0,36.7054215,-34.3527542,17.442,16.137,0.0,True,True,True,0.80754954,QSO,35.92207352432338,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_180132_020_ML00889_001_c030,3eRASS J115315.5-414604,178.31472102327533,-41.76795951251095,7.4236293,False,0.88304895,1.0,178.31530901434166,-41.76928896057761,2.0,0.0,,0.0,inf,DEV,0.0,3.3548497e-11,1.0,178.30478584379594,-41.763273929947,0.0,0.0,0.99990124,1.1326971144183482,4.0754194,19.44198,0.0,0.9521459,1.0,178.315273,-41.7692908,15.878,15.391,0.0,True,True,True,0.99990124,STAR,35.59815897004885,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_107156_020_ML03680_001_c030,3eRASS J065926.9-645708,104.86225418219958,-64.95231038684246,7.3973904,False,0.037375696,1.0,104.86040850882092,-64.9533640494136,2.0,0.0,,0.0,20.834554739796424,PSF,0.0,0.2651713,1.0,104.86040850882092,-64.9533640494136,0.00044647,4.076e-05,0.99872506,,,21.187098,1.0,0.19093245,1.0,104.8623157,-64.9500532,18.432,17.429,1.0,True,True,True,0.99872506,STAR,0.0,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_133126_020_ML00136_001_c030,3eRASS J085013.8-360053,132.55776363474482,-36.01478785489849,21.158878,False,,,,,,,,,,,,0.5065043,1.0,132.5572578886157,-36.01496932629399,7.316e-05,1.52e-06,0.99990577,0.3208778213903815,0.5823707,20.218811,0.0,0.99330986,1.0,132.5572927,-36.0151889,14.484,13.836,0.0,False,True,True,0.99990577,STAR,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_nothing
sm03_119087_020_ML00142_001_c030,3eRASS J075753.2+041847,119.47185124426677,4.3132675747135485,17.385786,False,0.414835,1.0,119.47205951461625,4.313651047345535,5.0,0.0,0.9970960742918156,2.0,23.46766808394409,PSF,0.0,2.4963926e-09,1.0,119.46804921144445,4.309416787205447,0.0,3e-08,0.9999897,-0.35983001836766104,-1.209365,18.651794,0.0,0.53842515,1.0,119.4728786,4.3142522,16.12,15.733,0.0,True,True,True,0.9999897,STAR,20.966872139263227,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_202072_020_ML00473_001_c030,3eRASS J132127.0+185704,200.36290441513367,18.95113965464677,11.87889,False,0.021177284,1.0,200.36327893652248,18.95244347526842,4.0,0.0,0.8721693757894681,0.0,22.972020445757497,PSF,0.0,0.00038792274,1.0,200.36035976033966,18.955278710400417,0.0,0.0,0.99961686,4.496810849946736,133.32674,11.518404,0.0,0.015431651,1.0,200.3625346,18.9489096,17.414,16.664,0.0,True,True,True,0.99961686,STAR,14.246749340743065,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_092066_020_ML00501_001_c030,3eRASS J061134.7+225025,92.89489607769367,22.840468263739957,7.4858217,False,,,,,,,,,,,,0.996162,1.0,92.89510014568778,22.842048019201112,0.0,0.0,0.9976672,7.260712382399162,147.58983,15.68066,0.0,0.026135301,1.0,92.8912938,22.8417132,14.356,14.543,1.0,False,True,True,0.9976672,STAR,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_158087_020_ML00118_001_c030,3eRASS J102746.6+030624,156.9444434088448,3.1067402075253936,24.002407,False,0.99372256,1.0,156.94466833267737,3.105735793135763,4.0,0.0,0.8559641256729049,0.0,22.533302363134347,REX,0.0,5.551115e-15,1.0,156.94737163422187,3.1140571323722614,0.0,0.0,0.99998766,0.3191111260124759,0.70453244,19.25494,0.0,0.9983562,1.0,156.9446623,3.1057126,15.558,14.296,0.0,True,True,True,0.99998766,STAR,31.493534752595306,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_073156_020_ML02303_001_c030,3eRASS J045759.3-652259,74.49712765573645,-65.38317744854493,12.275455,False,0.44313753,1.0,74.49572094983554,-65.38404711826148,-5.0,0.0,,0.0,17.84977499561681,PSF,0.0,0.36688527,1.0,74.49678200426943,-65.38342206853801,0.03850644,0.0,0.9573375,,,20.78156,1.0,0.65971357,1.0,74.4957146,-65.3840012,13.506,13.384,0.0,True,True,True,0.9573375,STAR,2.755870837291296,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_287156_020_ML00103_001_c030,3eRASS J191421.0-655008,288.58764703878444,-65.83556923627106,52.137676,False,0.9998737,1.0,288.58685600851425,-65.83549042872355,4.0,0.0,0.9438351348968078,0.0,19.23789505141425,PSF,0.0,0.98961955,1.0,288.58685600851425,-65.83549042872355,0.11358295,6e-08,0.8863991,-0.03163341635844269,-0.1141333,19.47311,0.0,0.9997056,1.0,288.5868732,-65.8354803,14.952,13.895,0.0,True,True,True,0.8863991,STAR,0.0,False,True,T2_classified_contested,False,True,T2_classified_contested
sm03_128063_020_ML00983_001_c030,3eRASS J083205.1+281814,128.021618823262,28.30401939236086,6.410335,False,0.9978429,1.0,128.02171759808257,28.304297703409315,4.0,0.0,0.9444610929562566,0.0,20.942647635889607,PSF,0.0,2.220446e-16,1.0,128.0214975443002,28.315423956156323,0.0,0.0,0.9999443,0.9486939127112097,25.497572,15.632529,0.0,0.99740267,1.0,128.0215145,28.3042487,16.636,15.644,0.0,True,True,True,0.9999443,STAR,40.06058213914525,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_111126_020_ML00278_001_c030,3eRASS J072150.4-351434,110.46036719237766,-35.24279813844853,38.279095,False,,,,,,,,,,,,0.9838149,1.0,110.45967494588895,-35.24296951578614,0.01733607,0.0,0.9826039,0.10150260227073776,0.61170065,18.905197,0.0,0.99988157,1.0,110.4596782,-35.2429458,14.772,13.584,0.0,False,True,True,0.9826039,STAR,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_069105_020_ML01087_001_c030,3eRASS J044105.7-135943,70.27389781846477,-13.995416042086596,11.119118,False,0.12998982,1.0,70.27473843378058,-13.996801996272536,4.0,0.0,0.9498489723453508,0.0,22.60097305314428,REX,0.0,0.0,1.0,70.26995186293425,-13.985440379644869,0.0,0.0,0.999987,1.4127467149875474,3.953833,19.694464,0.0,3.787859e-11,1.0,70.266003,-13.9959019,17.289,17.061,0.0,True,True,True,0.999987,STAR,44.187310412823734,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_210141_020_ML00491_001_c030,3eRASS J135355.5-494100,208.48155095479288,-49.68345714592714,12.862461,False,,,,,,,,,,,,0.8514907,1.0,208.4819551971885,-49.68308453001869,0.5340606,0.14675725,0.31915382,0.7351416109883966,0.64123154,20.488268,0.0,0.9386836,1.0,208.4819515,-49.6830849,14.985,14.46,0.0,False,True,True,0.5340606,QSO,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_040129_020_ML01387_001_c030,3eRASS J023327.6-395032,38.36529535263909,-39.84232255254556,6.8249626,False,0.9192476,1.0,38.36505316806587,-39.84408921243315,3.0,1.0,0.4104686912956426,0.0,21.82218393012469,PSF,0.0,4.751182e-05,1.0,38.371054840169506,-39.84572082966219,0.0,0.0,0.999958,0.5126971190244023,9.022897,17.161543,0.0,0.9928355,1.0,38.3650271,-39.8441034,16.504,15.606,0.0,True,True,True,0.999958,STAR,17.598108985842252,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_197090_020_ML01373_001_c030,3eRASS J130601.4-002812,196.5061916929499,-0.47010191493531867,7.9899025,False,0.99592566,1.0,196.5045353136345,-0.46876757721958295,5.0,0.0,0.9840630782593969,0.0,20.813357211672066,PSF,0.0,0.87733865,1.0,196.5045353136345,-0.46876757721958295,0.98703194,2.46e-06,0.01296564,-1.298627339807915,-0.98445445,20.773386,0.0,0.9757416,1.0,196.5045928,-0.468795,16.982,15.883,0.0,True,True,True,0.98703194,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_048165_020_ML01333_001_c030,3eRASS J032050.1-740450,50.20915349237538,-74.08076415023079,11.083139,False,0.99808997,1.0,50.211431334168225,-74.08061004598993,5.0,0.0,0.9648321212739227,0.0,21.21836683106375,PSF,0.0,1.2197445e-09,1.0,50.19887264025819,-74.08572975339405,0.0,0.0,0.99999195,4.171041739639579,3.5740697,20.79592,0.0,0.96152127,1.0,50.211215,-74.0806297,17.114,16.081,0.0,True,True,True,0.99999195,STAR,22.214382635936143,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_234111_020_ML00385_001_c030,3eRASS J153535.5-200257,233.89827833972075,-20.049443935903792,6.473124,False,0.11574044,1.0,233.89929232973358,-20.047165618037607,5.0,0.0,0.9686916278209241,0.0,21.6615624944977,PSF,0.0,0.14702538,1.0,233.89852536440114,-20.04887864803005,0.0,0.0,0.99999166,1.1379038276966855,1.3683285,20.398407,0.0,0.32431564,1.0,233.8985054,-20.0488304,16.475,16.201,0.0,True,True,True,0.99999166,STAR,6.690176976892907,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_216114_020_ML00223_001_c030,3eRASS J142748.4-242337,216.95205947699364,-24.393860333536647,30.385845,False,0.9979354,1.0,216.95315369251745,-24.39477629059921,-5.0,1.0,1.0857687263257932e-08,0.0,13.1825111986265,PSF,0.0,0.9942371,1.0,216.95315369251745,-24.39477629059921,0.0,0.0,1e-06,9.641891430797758,314.56308,13.241681,0.0,0.9868665,1.0,216.9531805,-24.3947602,9.813,9.734,0.0,True,True,True,1e-06,STAR,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_225168_020_ML01574_001_c030,3eRASS J150047.2-770717,225.19681966609753,-77.1214840767554,7.614423,False,0.13643688,1.0,225.19522598782763,-77.12154770294762,2.0,0.0,,0.0,inf,EXP,0.0,0.00039290413,1.0,225.19996391836258,-77.12506710858209,0.0,0.0,0.9999904,0.4909574054095376,8.175319,17.247227,0.0,0.06757795,1.0,225.1962006,-77.1212717,17.175,17.406,0.0,True,True,True,0.9999904,STAR,13.227913779859609,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_082159_020_ML03290_001_c030,3eRASS J053334.2-674629,83.39251449069575,-67.77474464379046,6.0153475,False,0.3431107,1.0,83.39407916886013,-67.77528654432103,-5.0,0.0,,0.0,17.196837051550258,PSF,2.0,0.07131316,1.0,83.3972396850586,-67.77561950683594,0.04908774,6.7e-07,0.9509113,0.8447505831718445,0.9585289,20.671648,0.0,0.17398186,1.0,83.3907909,-67.7761492,15.832,15.589,0.0,True,True,True,0.9509113,STAR,4.4673758434188615,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
sm03_129153_020_ML00458_001_c030,3eRASS J083925.4-641629,129.85596491630915,-64.27489916874049,27.727318,False,,,,,,,,,,,,0.81452435,1.0,129.8570836259003,-64.27423123549005,0.0,0.0,0.99979824,2.8752913232064996,282.4062,12.166882,0.0,0.9513273,1.0,129.8570906,-64.2742478,10.76,10.773,0.0,False,True,True,0.99979824,STAR,,False,False,T3_no_ls10_gdr3_dsc_only,False,False,T3_no_ls10_gdr3_dsc_only
sm03_245117_020_ML00413_001_c030,3eRASS J162522.1-263001,246.34211652923275,-26.500466346627665,7.0997133,False,,,,,,,,,,,,0.2372,1.0,246.34126202726208,-26.500117979690202,0.0,0.0,0.9999954,0.06595806511221892,0.33125797,18.672,1.0,0.72633755,1.0,246.3437108,-26.501685,15.068,14.533,0.0,False,True,True,0.9999954,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_071093_020_ML00749_001_c030,3eRASS J043831.7-014243,69.63218735043912,-1.7121270569854883,12.455223,False,0.99964964,1.0,69.63159825975899,-1.712779633131938,4.0,0.0,0.8615185631739316,0.0,20.700780315754187,PSF,0.0,0.3722363,1.0,69.63159825975899,-1.712779633131938,0.00085984,5.45e-06,0.9984903,,,20.812492,0.0,0.99992365,1.0,69.6316051,-1.7127553,16.039,15.062,0.0,True,True,True,0.9984903,STAR,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_066150_020_ML01629_001_c030,3eRASS J042236.7-601722,65.65317286937166,-60.28964224497664,23.770864,False,0.98988974,1.0,65.65487442015292,-60.290022169998394,5.0,0.0,0.9537257573812445,0.0,21.0316859111666,PSF,0.0,0.34884188,1.0,65.65487442015292,-60.290022169998394,0.7661539,0.0,0.0,,,20.959793,0.0,0.89645326,1.0,65.6546312,-60.2899575,17.069,16.421,0.0,True,True,True,0.7661539,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_154165_020_ML01023_001_c030,3eRASS J101334.1-733506,153.39244527045315,-73.58504478652966,11.25555,False,,,,,,,,,,,,0.0044031614,1.0,153.3999558576161,-73.58578014359595,0.0,0.0,0.9999208,2.577985175512662,122.2791,15.127701,0.0,0.5851723,1.0,153.3926776,-73.5844328,16.934,16.259,0.0,False,True,True,0.9999208,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_092153_020_ML02293_001_c030,3eRASS J061759.9-642822,94.49972946448744,-64.47292791537453,26.51296,False,0.9829394,1.0,94.50087474197403,-64.47302784191552,5.0,0.0,0.953576696635363,0.0,21.549002016085243,PSF,0.0,0.00064921443,1.0,94.50057949416848,-64.4756265624991,0.00311534,1.1e-07,0.99688303,0.3583197151568065,0.48187324,20.614826,1.0,0.99626446,1.0,94.5009143,-64.4730097,16.178,14.989,0.0,True,True,True,0.99688303,STAR,9.366600128543775,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_072105_020_ML01218_001_c030,3eRASS J044740.9-141233,71.92046511317827,-14.209196721461208,8.176512,False,0.99909544,1.0,71.92125821355151,-14.211361752139132,4.0,0.0,0.905512547172317,0.0,19.14682828283804,PSF,0.0,0.9999947,1.0,71.92125821355151,-14.211361752139132,0.99971646,0.0,0.00028356,-0.269745518971225,-1.1369947,19.093775,0.0,0.99829316,1.0,71.921314,-14.2113493,15.816,14.54,0.0,True,True,True,0.99971646,QSO,0.0,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_192123_020_ML00827_001_c030,3eRASS J125251.7-315043,193.21566540491608,-31.84554172967704,8.239673,False,0.9066923,1.0,193.21358744463035,-31.84877622086623,5.0,0.0,0.977214967402449,0.0,21.58448148052615,PSF,0.0,0.37781227,1.0,193.2155142932865,-31.84686835839566,0.3166969,0.0,0.6832052,0.1870370569388598,0.7541175,19.21215,0.0,0.13011095,1.0,193.2154162,-31.8463909,16.974,17.963,0.0,True,True,True,0.6832052,STAR,9.049463800106999,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_048135_020_ML01572_001_c030,3eRASS J031655.1-442447,49.22984178411685,-44.413088786847005,6.006313,False,0.9372402,1.0,49.22592578720843,-44.41237903167433,4.0,0.0,0.9198377857689071,0.0,20.96207763314307,PSF,0.0,4.423306e-11,1.0,49.23953213111232,-44.40817409525503,0.0,0.0,0.99990124,0.6548154480010667,11.906457,17.068447,0.0,0.06642621,1.0,49.2254118,-44.4117511,15.398,15.162,0.0,True,True,True,0.99990124,STAR,38.123704174177426,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_161114_020_ML00386_001_c030,3eRASS J104300.1-223620,160.75072449890234,-22.60583263945795,10.904838,False,0.98768044,1.0,160.7529173088693,-22.60599697271647,5.0,0.0,0.9904835124109702,0.0,22.28209058001791,PSF,0.0,1.6942057e-07,1.0,160.74555827709239,-22.601902965745808,0.0,0.0,0.99948806,2.1683034847702443,12.895797,18.123154,0.0,0.9925214,1.0,160.7529886,-22.6059203,16.511,15.475,0.0,True,True,True,0.99948806,STAR,28.554695449737874,False,False,T1_single_catalog_classified,False,False,T1_single_catalog_classified
sm03_027111_020_ML01122_001_c030,3eRASS J014327.5-222304,25.864958250944067,-22.3846405210553,9.3702345,False,0.9918945,1.0,25.86477777206025,-22.386979847680614,5.0,0.0,0.958849027395034,0.0,21.15602962037074,PSF,0.0,0.5822921,1.0,25.865108821682476,-22.385442937040526,9e-08,0.0,0.99998206,-0.21086235515944718,-1.5992486,18.349342,0.0,0.59519935,1.0,25.8647882,-22.3869521,16.817,15.963,0.0,True,True,True,0.99998206,STAR,5.641546988085997,True,True,T2_classified_contested,False,False,T1_single_catalog_classified
sm03_127129_020_ML00294_001_c030,3eRASS J082908.0-373301,127.2836628850476,-37.55046389508328,11.607034,False,,,,,,,,,,,,0.21522245,1.0,127.28397579278364,-37.551309584121405,0.0,0.0,0.9998153,1.7227101196237207,6.0734944,15.334513,0.0,0.12339318,1.0,127.2840163,-37.5513354,12.405,12.458,0.0,False,True,True,0.9998153,STAR,,False,False,T3_no_ls10_nothing,False,False,T3_no_ls10_nothing
sm03_185063_020_ML01073_001_c030,3eRASS J121509.5+273501,183.7895895193346,27.583655354160943,6.0522227,False,0.032123975,1.0,183.791657437693,27.584660647902854,3.0,1.0,0.4930788967805534,0.0,19.70512840872408,REX,1.0,4.2869552e-10,1.0,183.79856422814976,27.585553189249804,7.552e-05,0.00196475,0.99696773,,,20.612246,0.0,0.28081322,1.0,183.7899622,27.5862531,15.885,15.576,1.0,True,True,True,0.99696773,STAR,22.271050903695595,False,False,T4_in_ls10_unclassified,False,False,T4_in_ls10_unclassified
