source_id,verdict,phot_g_mean_mag,bp_rp,d_pc,period,significance,l,b,activityindex_espcs,activityindex_espcs_uncertainty,activityindex_espcs_input,amp_g,amp_g_baseline,damp_g,amp_bp,damp_bp,amp_rp,damp_rp,phot_variable_flag,in_vari_summary,std_dev_mag_g_fov,range_mag_g_fov,stetson_mag_g_fov,in_vari_rotation_modulation,ruwe,ipd_frac_multi_peak,ipd_gof_harmonic_amplitude,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_gof_al,phot_bp_rp_excess_factor,phot_g_n_obs,visibility_periods_used,notes
1144019690966028928,CONFIRMED,13.57053,0.71010494,487.71927985500423,1401.859598247573,23.6,133.76298752275224,32.111175638859805,,,M2,-2.379255494865588,-2.398453712997754,0.019198218132165934,-2.391902202546203,-0.1501973356485511,-2.468900618723832,-0.045515704598568796,NOT_AVAILABLE,False,,,,,13.936501,0,0.018603472,1.8732184,2696.9802,199.70876,1.1881938,430,27,Good solution
4524807699152454144,CONFIRMED,14.796396,0.96449566,1295.2480297078882,947.2013263950696,15.9,48.830797769056375,12.188881222930688,,,,-2.3719292610061165,-2.271110521115589,-0.10081873989052736,-2.063833382969272,-0.12512667675834166,-2.3250882339617975,-0.10837559250811957,NOT_AVAILABLE,False,,,,,1.6812545,1,0.02620725,0.24855535,28.734436,25.006004,1.2138522,897,25,Solution OK; some residual scatter
5530442371304582912,CONFIRMED,14.600246,1.0340471,981.4291531360714,498.8305431951074,29.0,260.91156937104665,-11.916998048278812,,,M2,-2.394871350102592,-2.2897801724654006,-0.10509117763719145,-2.148706157396568,-0.16020727724518657,-2.3244137830636333,-0.07729553721979077,NOT_AVAILABLE,False,,,,,2.9079819,0,0.011542545,0.52185035,97.23707,39.757294,1.2234256,335,27,Good solution
4637171465304969216,CONFIRMED,14.01124,0.8599396,839.1906821574869,639.1506475352518,55.0,296.0864890982159,-40.2602097962723,,,M2,-2.4239352975744715,-2.356960651236972,-0.06697464633749961,-2.2021675535714875,-0.05346139617491952,-2.3204085820759746,0.03778232260439918,NOT_AVAILABLE,False,,,,,4.991551,0,0.026710458,0.65781444,238.19395,75.15505,1.1979741,380,28,Good solution
1871419337958702720,CONFIRMED,13.699476,0.71846867,660.2677057001227,479.3129789471415,72.1,80.46990452747424,-6.284926549681044,,,M2,-2.3525385639210494,-2.388626396728465,0.036087832807415676,-2.3744079236572166,-0.16737815731438177,-2.504998554859913,-0.09454352719755965,NOT_AVAILABLE,False,,,,,5.766772,0,0.012108368,0.78916824,472.53778,97.492584,1.1922278,445,26,Good solution
1854241667792418304,CONFIRMED,14.871327,1.5569925,226.7964177927042,1430.3335792623632,55.5,81.21923460264223,-12.625720492595097,,,M2,-2.336949928365625,-2.257080033384347,-0.07986989498127794,-1.9421045455218795,-0.01981716432712166,-2.1487147346567728,0.057978883144142124,NOT_AVAILABLE,False,,,,,15.297524,0,0.011816668,2.8823671,4034.4026,330.36667,1.2731043,906,28,Good solution
3494029910469026432,CONFIRMED,12.658866,0.82545376,576.7053299722157,632.5299065981172,77.6,284.8710130694055,38.67456946112629,,,M2,-2.378920791613496,-2.4293912754001346,0.05047048378663854,-2.5039023931290223,-0.15363626456743695,-2.649453130693197,-0.09679005990053557,NOT_AVAILABLE,False,,,,,6.623685,0,0.023250228,0.87937367,771.44635,93.18231,1.194836,352,19,Good solution
5820382041374661888,CONFIRMED,14.188475,0.8072481,769.2067372077788,311.1399656291668,39.2,318.2170217300117,-11.502011557862184,,,M2,-2.438228076970665,-2.3441128783537133,-0.09411519861695172,-2.2693530817239576,-0.18064537207387987,-2.4034046507767135,-0.08032526519276662,NOT_AVAILABLE,False,,,,,2.452695,0,0.008648007,0.2414603,37.85303,41.155266,1.1971477,576,28,Good solution
4922744974687373440,CONFIRMED,14.47604,1.1015854,459.68249028029885,562.3805772557849,15.4,316.2677897263743,-59.79237374417508,,,M2,-2.4334641682437987,-2.305933185602924,-0.1275309826408746,-2.138118989906214,-0.12092797671954969,-2.3265710493946434,-0.056566208428658005,NOT_AVAILABLE,False,,,,,4.206603,0,0.01280988,0.6802739,225.28542,76.49864,1.2233092,536,29,Good solution
465093354131112960,CONFIRMED,13.088572,1.0701609,397.4607585969901,1046.3703977514324,24.2,135.0363699771485,-0.6855663243059396,,,M2,-2.3350388377555227,-2.4104454275005445,0.07540658974502179,-2.268917042027165,0.04131444034929643,-2.3342174814772,0.16608700653982567,NOT_AVAILABLE,False,,,,,7.4823055,0,0.022014124,0.7957307,667.5556,120.04989,1.2258347,443,21,Good solution
1748901959855337472,NOT_CO,12.547352,0.9704561,424.9638683575261,991.8474384437686,6.1,51.02688980364307,-17.555010526407283,,,M2,-2.315131249375147,-2.432050941852551,0.11691969247740408,-2.1348753092826978,0.2227988604261819,-2.53007517371436,0.03618162716060036,NOT_AVAILABLE,False,,,,,8.812656,0,0.034915503,1.0152751,1311.4193,126.09315,1.2155815,342,20,EB with P_ orb=1.02 d
747174436620510976,MARGINAL,13.9877,0.92207146,388.33889525775226,999.4359398395976,48.7,191.3632596063641,54.25951163908184,,,M2,-2.4644258533018664,-2.3582964673015456,-0.10612938600032074,-2.2739665022100777,-0.11705829895472064,-2.4209911958497687,-0.05609740479321301,NOT_AVAILABLE,False,,,,,14.67936,0,0.014902314,2.2917593,2841.7224,197.13072,1.2038666,397,18,RVs marginally consistent with astrometric orbit
5446310318525312768,UNKNOWN,10.372846,0.65776443,187.31464391428273,866.5581398986174,47.0,270.02230466513265,16.894391100568196,0.01363865,0.0004630269,M1,-2.4809645415627446,-2.487339304338516,0.006374762775771536,-2.662669402031837,-0.20871257862002635,-2.9046185888952185,-0.16318045398292247,NOT_AVAILABLE,False,,,,,11.246644,0,0.012413326,1.7195053,5445.684,182.11269,1.1902958,552,21,No RV follow-up
1581117310088807552,CONFIRMED,14.508785,1.5626802,218.94734507663583,927.3139036948772,175.6,130.5810109253419,57.974232078801705,,,M2,-2.152385821895399,-2.3020364118613332,0.14965058996593417,-1.8671423813036656,0.1461442664628423,-2.0141949092985243,0.2474159136632581,VARIABLE,True,0.0069656116,0.030277273,3.968281,0.0,23.781847,0,0.013836464,4.4226484,8193.258,331.8564,1.2743653,486,28,Good solution
6037767138131854592,UNKNOWN,14.275907,1.1007214,619.9803038167117,804.7013884937741,29.6,348.01795972582056,13.44240379410578,,,M2,-2.456282189845541,-2.3311032135904535,-0.12517897625508745,-2.254307518480385,-0.1921525650827749,-2.4639679023087218,-0.1608342297610803,NOT_AVAILABLE,False,,,,,4.8512034,0,0.017506352,0.7094482,214.52464,64.69949,1.2288586,297,15,No RV follow-up
1434445448240677376,CONFIRMED,13.646986,0.7939091,695.1171056835487,572.4227597979572,82.5,86.56635644324817,32.94418291595189,,,M2,-2.430196368081092,-2.394654058655383,-0.03554230942570902,-2.2738707560952154,-0.05903704058326431,-2.2646639636237866,0.1557310270404626,NOT_AVAILABLE,False,,,,,6.1101685,2,0.009100767,0.7944298,443.11707,85.51053,1.1945765,308,25,Good solution
1801110822095134848,CONFIRMED,12.1887665,0.85122585,240.61386716468013,893.5833196656748,92.2,80.7140868795747,-18.617636584399527,0.0075473688,0.0013638729,M1,-2.451692866749952,-2.4226825514275854,-0.02901031532236642,-2.484261952729363,-0.11295277887907185,-2.7061066883999647,-0.10870469430223118,NOT_AVAILABLE,False,,,,,21.880768,0,0.0028814953,1.9210355,6902.9272,311.1252,1.2001541,446,18,Good solution
